"FOLIO","VIV_SEL","HOGAR","N_REN","CONSEC","P8_49","P8_50","P8_51_1","P8_51_2","P8_52","P8_53_1","P8_53_2","P8_54_1","P8_54_2","EDIS","UPM_DIS","FACTOR","ESTRATO","TLOC"
"0015234","07","1","01","01","007000","01600","99","9","00","00","05","00","04","351","0002920",1235,"1","4"
"0015245","02","1","02","01","002000","00600","99","9","00","00","04","00","04","352","0002921",734,"2","2"
"0015252","02","1","02","01","000700","00280","99","9","00","00","04","00","01","353","0002924",412,"3","2"
"0015261","05","1","02","01","004000","01200","99","9","00","00","04","00","02","352","0002926",956,"2","2"
"0015264","03","1","01","01","002500","01460","99","9","00","00","04","00","02","353","0002927",352,"3","2"
"0015265","05","1","01","01","000001","01300","99","9","00","00","04","00","02","353","0002927",352,"3","2"
"0015282","11","1","03","01","012000","03000","99","9","00","00","04","00","03","359","0002931",793,"2","2"
"0015288","19","1","02","01","008000","01320","15","0","00","00","04","00","04","359","0002931",793,"2","2"
"0015313","05","1","02","01","011000","03280","99","9","00","00","04","00","03","352","0002939",994,"2","2"
"0015333","03","1","01","01","004000","05680","99","9","00","00","04","00","01","352","0002943",1058,"2","2"
"0015336","03","1","02","01","008000","02400","99","9","00","00","04","00","02","352","0002944",1008,"2","2"
"0015342","05","1","02","01","010000","03000","05","0","00","00","04","00","02","352","0002945",968,"2","2"
"0015355","03","1","02","01","002000","01500","99","9","00","00","04","00","01","352","0002949",1196,"2","2"
"0015373","05","1","03","01","003000","01614","99","9","00","00","05","00","03","354","0002954",130,"4","2"
"0015376","04","1","01","01","001800","00880","99","9","00","00","04","00","03","354","0002955",220,"4","2"
"0015376","04","1","02","01","001500","00600","99","9","00","00","04","00","02","354","0002955",220,"4","2"
"0015382","02","1","01","01","000001","07232","71","0","00","00","04","00","03","354","0002958",136,"4","2"
"0015412","03","1","02","01","004000","02020","99","9","03","00","04","00","02","352","0002967",1384,"2","2"
"0015415","01","1","02","01","021197","07708","99","9","00","00","04","00","03","356","0002968",440,"3","3"
"0015416","03","1","01","01","006000","08000","36","0","00","00","04","00","01","356","0002968",440,"3","3"
"0015419","02","1","02","01","015000","01735","15","0","00","03","06","02","00","356","0002969",351,"3","3"
"0015425","04","1","02","01","001000","00836","06","0","00","01","00","00","01","355","0002970",1015,"2","3"
"0015428","02","1","02","01","002500","01120","99","9","00","00","05","00","02","361","0002971",626,"2","3"
"0015465","03","1","01","01","008000","02400","02","0","00","00","04","00","02","360","0002973",512,"2","3"
"0015545","03","1","02","01","006000","01548","09","0","00","00","04","00","04","357","0002993",254,"4","3"
"0015552","05","1","02","01","003000","01400","20","0","00","00","04","00","02","355","0002995",1096,"2","3"
"0015582","04","1","01","01","010700","04216","48","0","00","00","04","00","03","355","0003000",878,"2","3"
"0015587","05","1","02","01","004000","04400","07","7","00","00","04","00","01","360","0003001",607,"1","3"
"0015590","10","1","02","01","002000","02652","99","9","00","00","04","00","01","360","0003001",607,"1","3"
"0015590","10","1","02","02","001600","01772","99","9","00","00","04","00","01","360","0003001",607,"1","3"
"0015602","04","1","03","01","010000","00772","07","7","00","00","04","00","04","355","0003002",828,"2","3"
"0015614","05","1","02","01","003000","01800","99","9","00","00","04","00","02","355","0003005",958,"2","3"
"0015622","04","1","02","01","005000","02576","75","0","00","00","04","00","02","355","0003007",1128,"2","3"
"0015635","03","1","02","01","002200","04800","70","0","00","00","04","00","01","355","0003011",986,"2","3"
"0015654","04","1","02","01","009000","01768","03","0","00","00","04","00","03","355","0003017",957,"2","3"
"0015663","05","1","02","01","006727","03844","16","0","00","00","04","00","01","358","0003019",945,"2","4"
"0015670","03","1","02","01","000700","02800","03","0","00","00","04","00","01","362","0003022",953,"2","4"
"0015692","12","1","02","01","001040","02080","99","9","00","00","04","00","01","362","0003023",910,"2","4"
"0015701","01","1","01","01","025000","00800","99","9","00","00","04","00","03","362","0003024",769,"2","4"
"0015701","01","1","01","02","000015","00400","99","9","00","00","04","00","03","362","0003024",769,"2","4"
"0015706","07","1","02","01","006000","00800","99","9","00","04","00","02","00","362","0003024",769,"2","4"
"0015710","11","1","01","01","001000","00592","99","9","00","00","04","00","02","362","0003024",769,"2","4"
"0015712","13","1","01","01","004000","01600","99","9","00","00","04","00","02","362","0003024",769,"2","4"
"0015721","04","1","02","01","001000","00300","02","0","00","00","04","00","04","362","0003025",782,"1","4"
"0015724","07","1","02","01","002600","00276","60","0","00","00","04","00","02","362","0003025",782,"1","4"
"0015743","12","1","01","01","010000","01300","99","9","00","00","10","00","10","362","0003026",850,"2","4"
"0015743","12","1","02","01","005000","01112","02","0","00","00","04","00","01","362","0003026",850,"2","4"
"0015751","02","1","03","01","001800","00600","43","5","00","00","04","00","03","364","0003027",3983,"3","1"
"0015751","02","1","04","01","003000","03000","03","0","00","00","04","00","01","364","0003027",3983,"3","1"
"0015762","01","1","01","01","006000","02000","99","9","03","01","03","02","05","363","0003032",6810,"2","1"
"0015762","01","1","01","02","039000","01600","13","0","02","03","00","01","05","363","0003032",6810,"2","1"
"0015820","02","1","01","01","008000","02400","02","0","00","00","04","00","03","367","0003053",7978,"2","1"
"0015842","05","1","01","01","001000","01000","04","5","00","00","04","00","01","380","0003058",3568,"2","1"
"0015842","05","1","02","01","001000","00100","99","9","00","01","00","00","10","380","0003058",3568,"2","1"
"0015920","12","1","02","01","006000","01800","05","0","00","00","03","00","02","382","0003087",5444,"2","2"
"0015923","15","1","01","01","003000","01200","54","4","00","00","03","00","01","382","0003087",5444,"2","2"
"0015923","15","1","03","01","005000","01200","48","0","00","00","04","00","04","382","0003087",5444,"2","2"
"0015925","17","1","01","01","003800","00900","61","0","00","00","04","00","01","382","0003087",5444,"2","2"
"0015929","02","1","01","01","008000","02412","05","0","00","00","04","00","04","382","0003088",6596,"2","2"
"0015929","02","1","01","02","002500","01250","10","0","00","00","04","00","01","382","0003088",6596,"2","2"
"0015929","02","2","02","01","008000","02400","04","5","00","00","04","00","04","382","0003088",6596,"2","2"
"0015932","06","1","04","01","007000","02520","09","0","00","00","04","00","03","382","0003088",6596,"2","2"
"0015932","06","1","05","01","002500","01220","04","5","02","00","04","99","99","382","0003088",6596,"2","2"
"0015932","06","1","06","01","002300","01200","04","5","02","00","04","00","01","382","0003088",6596,"2","2"
"0015932","06","1","06","02","001800","01200","99","9","00","00","04","00","01","382","0003088",6596,"2","2"
"0015933","07","1","01","01","004000","03856","04","5","00","00","04","00","02","382","0003088",6596,"2","2"
"0015936","10","1","01","01","003000","00946","04","5","00","00","04","00","01","382","0003088",6596,"2","2"
"0015941","15","1","01","01","014000","01400","02","0","00","00","04","00","02","382","0003088",6596,"2","2"
"0015961","08","1","01","01","022000","04500","04","0","00","00","04","00","03","382","0003090",7128,"2","2"
"0015969","19","1","01","01","004400","01200","99","9","00","01","02","00","04","382","0003090",7128,"2","2"
"0015972","04","1","01","01","010000","02036","02","0","00","00","05","00","04","376","0003091",3007,"3","2"
"0015975","02","1","02","01","010000","03000","07","3","00","00","04","00","01","380","0003092",3441,"2","2"
"0015985","03","1","02","01","003000","01200","75","0","00","00","04","00","03","371","0003094",5818,"2","2"
"0015996","02","1","02","01","001700","01700","99","9","00","00","04","00","01","378","0003097",8424,"2","3"
"0016001","03","1","02","01","009000","03000","99","9","00","01","00","00","06","384","0003098",6099,"2","3"
"0016011","15","1","02","01","000800","01200","03","6","00","00","04","00","01","384","0003098",6099,"2","3"
"0016019","06","1","01","01","005000","01508","01","6","00","00","04","00","03","383","0003099",8005,"2","3"
"0016019","06","1","01","02","000754","01050","07","5","00","00","04","00","01","383","0003099",8005,"2","3"
"0016043","17","1","02","01","003000","01596","15","0","00","00","04","00","04","384","0003100",6561,"1","3"
"0016049","04","1","02","01","003000","01000","99","9","00","00","04","00","02","381","0003101",5989,"2","3"
"0016050","05","1","02","01","003000","00380","99","9","00","00","04","00","02","381","0003101",5989,"2","3"
"0016059","05","1","02","01","012160","09728","99","9","00","00","04","00","01","383","0003103",7112,"2","3"
"0016085","04","1","01","01","005000","01652","17","5","00","00","05","00","03","386","0003108",3289,"2","4"
"0016085","04","1","02","01","006450","01612","06","5","00","00","04","00","02","386","0003108",3289,"2","4"
"0016090","12","1","01","01","009000","02400","03","0","00","00","04","00","03","386","0003108",3289,"2","4"
"0016092","14","1","03","01","000900","01488","00","4","06","00","04","00","01","386","0003108",3289,"2","4"
"0016094","16","1","01","01","003000","00800","99","9","99","00","04","00","02","386","0003108",3289,"2","4"
"0016109","14","1","02","01","003000","11400","07","0","00","00","03","00","01","386","0003109",4410,"2","4"
"0016113","20","1","02","01","003500","02800","03","0","00","00","04","00","01","386","0003109",4410,"2","4"
"0016117","04","1","02","01","001006","01000","50","0","00","00","08","00","01","385","0003110",4694,"1","4"
"0016124","12","1","02","01","009000","02400","07","5","00","00","04","00","03","385","0003110",4694,"1","4"
"0016125","13","1","02","01","008000","04000","07","5","00","00","04","00","03","385","0003110",4694,"1","4"
"0016136","05","1","02","01","000714","01428","99","9","00","00","04","00","01","385","0003111",5518,"1","4"
"0016138","07","1","01","01","010000","01800","99","9","00","00","06","00","05","385","0003111",5518,"1","4"
"0016149","02","1","02","01","003500","00426","99","9","00","00","04","00","02","386","0003112",3766,"2","4"
"0016158","12","1","05","01","008000","00800","99","9","00","00","04","00","03","386","0003112",3766,"2","4"
"0016158","12","1","05","02","004000","00600","99","9","00","00","04","00","04","386","0003112",3766,"2","4"
"0016161","15","1","02","01","005000","01900","99","9","00","00","04","00","03","386","0003112",3766,"2","4"
"0016199","01","1","02","01","006000","01200","07","5","00","00","04","00","02","385","0003115",4717,"1","4"
"0016199","01","1","03","01","999999","00400","04","5","00","00","04","00","02","385","0003115",4717,"1","4"
"0016220","04","1","02","01","010000","02400","99","9","00","00","04","00","02","385","0003116",4863,"1","4"
"0016236","01","1","01","01","008000","02180","04","5","00","00","04","00","04","385","0003117",5512,"1","4"
"0016262","13","1","01","01","001855","00742","20","0","00","00","06","00","03","385","0003118",5419,"1","4"
"0016273","03","1","02","01","019000","08700","00","9","00","05","00","00","03","389","0003120",865,"3","1"
"0016299","02","1","02","01","003960","01440","99","9","00","00","06","00","02","388","0003127",1471,"2","1"
"0016300","04","2","01","01","999999","03820","99","9","00","00","06","00","03","388","0003127",1471,"2","1"
"0016353","05","1","02","01","002000","01600","99","9","00","00","04","00","01","388","0003143",1783,"2","1"
"0016390","01","1","03","01","001400","01040","53","0","00","00","04","00","02","388","0003154",1506,"2","1"
"0016393","04","1","02","01","000800","01600","20","0","00","00","04","00","01","388","0003154",1506,"2","1"
"0016394","05","1","01","01","006000","02000","72","0","00","00","06","00","02","388","0003154",1506,"2","1"
"0016411","01","1","02","01","999999","02980","99","9","00","00","04","00","02","388","0003159",1642,"2","1"
"0016412","03","1","02","01","017000","06400","06","0","00","00","08","00","02","388","0003159",1642,"2","1"
"0016413","04","1","02","01","006600","02400","04","5","00","00","05","00","02","388","0003159",1642,"2","1"
"0016422","05","1","02","01","002235","01490","99","9","00","00","04","00","01","389","0003161",994,"3","1"
"0016452","05","1","02","01","014300","00460","99","9","02","01","00","00","06","388","0003172",1552,"2","1"
"0016460","04","1","03","01","005300","05300","05","0","02","01","00","00","01","388","0003174",1453,"2","1"
"0016468","03","1","01","01","003000","00850","99","9","00","00","04","00","01","389","0003176",1011,"3","1"
"0016468","03","1","01","02","001000","00400","99","9","00","00","04","00","02","389","0003176",1011,"3","1"
"0016482","01","1","02","01","005000","01320","99","9","00","00","04","00","03","390","0003180",602,"4","1"
"0016521","05","1","02","01","002500","01000","10","0","00","00","04","00","02","388","0003190",1407,"2","1"
"0016536","03","1","02","01","005000","01320","05","0","01","00","06","00","03","387","0003194",1668,"1","1"
"0016542","02","1","01","01","010000","01230","99","9","00","00","05","00","09","390","0003196",604,"4","1"
"0016542","02","1","01","02","010000","01230","99","9","00","00","06","00","06","390","0003196",604,"4","1"
"0016547","03","1","02","01","002000","00440","99","9","00","99","99","00","02","388","0003197",1774,"2","1"
"0016552","05","1","02","01","005000","01400","99","9","00","00","04","00","01","388","0003198",1295,"2","1"
"0016557","01","1","02","01","999999","99999","99","9","00","00","04","00","02","390","0003200",600,"4","1"
"0016569","01","1","02","01","003000","01000","00","7","00","00","04","00","04","391","0003203",896,"2","2"
"0016577","05","1","01","01","003000","00720","50","0","00","00","08","00","04","391","0003204",1437,"2","2"
"0016578","01","1","02","01","024000","06000","99","9","00","00","04","00","03","391","0003205",1631,"1","2"
"0016585","05","1","02","01","003360","01314","99","9","00","00","06","00","03","393","0003206",1463,"2","2"
"0016585","05","1","03","01","016000","03000","96","0","00","01","00","00","08","393","0003206",1463,"2","2"
"0016590","10","1","01","01","000750","00600","99","9","00","00","04","00","02","393","0003206",1463,"2","2"
"0016590","10","1","02","01","006000","01540","99","9","00","00","04","00","04","393","0003206",1463,"2","2"
"0016604","05","1","02","01","005000","01520","99","9","00","00","04","00","01","391","0003207",1497,"2","2"
"0016608","04","1","01","01","005000","01480","99","9","00","00","04","00","04","391","0003208",1648,"2","2"
"0016608","04","1","03","01","016000","05200","99","9","00","00","04","00","04","391","0003208",1648,"2","2"
"0016613","04","1","01","01","003000","02000","99","9","00","00","05","00","01","391","0003209",1582,"2","2"
"0016618","04","1","02","01","004440","02960","99","9","00","00","04","00","02","393","0003210",1645,"2","2"
"0016631","18","1","01","01","001300","02600","99","9","00","00","06","00","01","393","0003210",1645,"2","2"
"0016638","10","1","01","01","002440","01220","99","9","00","00","04","00","02","393","0003211",1660,"1","2"
"0016638","10","1","01","02","000063","00636","99","9","00","00","08","00","01","393","0003211",1660,"1","2"
"0016640","13","1","06","01","001080","01080","40","0","00","00","06","00","01","393","0003211",1660,"1","2"
"0016642","15","1","01","01","007000","01080","04","5","00","00","04","00","01","393","0003211",1660,"1","2"
"0016648","02","1","01","01","001200","00400","99","9","03","00","04","00","03","391","0003212",1717,"2","2"
"0016650","04","1","03","01","001000","00600","99","9","00","00","04","00","01","391","0003212",1717,"2","2"
"0016652","01","1","02","01","001000","00960","99","9","00","00","04","00","01","391","0003213",1439,"2","2"
"0016677","17","1","02","01","008000","00740","99","9","00","02","00","01","06","394","0003215",1120,"1","3"
"0016717","05","1","02","01","003000","01200","99","9","01","01","01","00","01","391","0003218",1971,"2","3"
"0016718","01","1","03","01","006000","01634","99","9","00","00","04","99","99","394","0003219",1076,"1","3"
"0016728","12","1","01","01","018000","01000","03","0","00","04","00","02","00","394","0003219",1076,"1","3"
"0016748","17","1","02","01","007000","01360","99","9","00","00","06","00","04","395","0003220",1812,"2","3"
"0016765","19","1","01","01","000600","02600","99","9","00","00","04","00","01","396","0003221",1458,"2","4"
"0016794","13","1","01","01","035000","02800","08","0","00","02","00","01","00","396","0003223",1513,"1","4"
"0016799","19","1","02","01","010000","03400","99","9","00","00","04","00","03","396","0003223",1513,"1","4"
"0016801","02","1","02","01","003000","01670","99","9","00","00","05","00","02","396","0003224",1553,"1","4"
"0016808","10","1","02","01","005000","01400","99","9","02","00","04","00","01","396","0003224",1553,"1","4"
"0016808","10","1","02","02","003000","01200","99","9","02","00","04","00","03","396","0003224",1553,"1","4"
"0016808","10","1","02","03","003000","00300","99","9","02","00","04","00","02","396","0003224",1553,"1","4"
"0016808","10","1","02","04","003000","01200","99","9","00","00","04","00","04","396","0003224",1553,"1","4"
"0016808","10","1","02","05","003000","01200","99","9","01","00","04","00","03","396","0003224",1553,"1","4"
"0016808","10","1","02","06","001000","00100","99","9","00","00","06","00","05","396","0003224",1553,"1","4"
"0016816","19","1","02","01","000800","01600","99","9","00","00","03","00","01","396","0003224",1553,"1","4"
"0016858","02","1","03","01","006000","01900","75","0","00","00","04","00","02","400","0003236",1226,"2","1"
"0016901","05","1","04","01","003100","00360","99","9","00","01","00","00","09","397","0003249",1028,"2","1"
"0016918","04","1","02","01","001500","01800","99","9","00","00","04","00","01","398","0003253",763,"3","1"
"0017009","01","1","01","01","004000","02400","99","9","00","00","04","00","02","398","0003278",658,"3","1"
"0017060","07","1","01","01","007000","00800","99","9","00","01","00","00","11","403","0003289",723,"3","2"
"0017097","12","1","03","01","006000","02400","99","9","00","00","08","00","07","402","0003291",1910,"2","2"
"0017116","14","1","02","01","001800","02400","07","0","00","00","04","00","01","405","0003292",919,"2","3"
"0017181","10","1","03","01","055000","16000","04","0","00","00","04","00","03","404","0003296",892,"2","3"
"0017191","20","1","02","01","006000","04400","05","0","00","00","04","00","01","404","0003296",892,"2","3"
"0017192","01","1","02","01","003000","01500","99","9","00","00","04","00","03","407","0003297",972,"2","4"
"0017325","08","1","05","01","010000","00150","01","5","00","01","00","00","10","406","0003304",1227,"1","4"
"0017339","06","1","01","01","004000","00900","05","0","00","00","06","00","02","406","0003305",1293,"1","4"
"0017339","06","1","01","02","001000","00480","05","0","00","00","03","00","01","406","0003305",1293,"1","4"
"0017351","18","1","01","01","001550","00800","99","9","00","00","04","00","03","406","0003305",1293,"1","4"
