"FOLIO","VIV_SEL","HOGAR","N_REN","CONSEC","P8_49","P8_50","P8_51_1","P8_51_2","P8_52","P8_53_1","P8_53_2","P8_54_1","P8_54_2","EDIS","UPM_DIS","FACTOR","ESTRATO","TLOC"
"0006071","01","1","03","01","002500","00900","04","0","00","00","04","00","03","134","0001266",646,"3","1"
"0006076","02","1","01","01","009100","01300","99","9","00","00","04","00","02","133","0001267",2663,"2","1"
"0006076","02","1","02","01","010000","03000","67","0","00","00","04","00","01","133","0001267",2663,"2","1"
"0006076","02","1","03","01","004600","06320","75","0","04","00","04","00","02","133","0001267",2663,"2","1"
"0006076","02","1","04","01","007800","02000","99","9","04","01","00","01","00","133","0001267",2663,"2","1"
"0006076","02","1","04","02","010000","02000","11","6","02","00","06","00","01","133","0001267",2663,"2","1"
"0006105","04","1","02","01","001000","00526","99","9","00","00","04","00","01","135","0001271",1466,"2","2"
"0006108","08","1","02","01","004000","02040","99","9","00","00","06","00","02","135","0001271",1466,"2","2"
"0006113","13","1","01","01","008000","01700","99","9","00","00","06","00","06","135","0001271",1466,"2","2"
"0006131","17","1","01","01","001335","01780","99","9","00","00","04","00","01","135","0001272",1541,"2","2"
"0006155","03","1","01","01","001350","01000","99","9","00","00","04","09","01","136","0001274",3360,"2","3"
"0006159","07","1","02","01","005000","01500","99","9","00","00","04","00","01","136","0001274",3360,"2","3"
"0006172","01","1","02","01","002640","01360","03","0","00","00","04","00","02","136","0001275",3675,"1","3"
"0006196","09","1","01","01","003000","00400","99","9","00","02","00","01","00","136","0001276",3289,"1","3"
"0006205","03","1","01","01","010000","01180","99","9","01","01","00","00","05","137","0001278",2381,"1","4"
"0006216","17","1","02","01","002500","00546","99","9","00","00","05","00","01","137","0001278",2381,"1","4"
"0006221","02","1","01","01","012000","04000","04","0","00","00","05","00","02","137","0001279",2278,"1","4"
"0006243","09","1","02","01","001200","01500","99","9","00","00","01","00","01","137","0001280",2520,"1","4"
"0006245","11","1","02","01","005000","01300","68","0","00","00","04","00","01","137","0001280",2520,"1","4"
"0006246","12","1","02","01","020000","05740","99","9","00","00","04","00","02","137","0001280",2520,"1","4"
"0006249","16","1","02","01","007000","02800","05","0","00","00","04","00","02","137","0001280",2520,"1","4"
"0006253","20","1","01","01","005000","01600","99","9","00","00","04","00","04","137","0001280",2520,"1","4"
"0006254","01","1","02","01","004000","01520","99","9","00","00","05","00","01","137","0001281",1883,"1","4"
"0006256","03","1","02","01","010000","00750","99","9","00","00","05","00","04","137","0001281",1883,"1","4"
"0006261","10","1","01","01","005000","01200","99","9","00","00","05","00","02","137","0001281",1883,"1","4"
"0006262","11","1","01","01","005000","02000","99","9","00","00","04","00","03","137","0001281",1883,"1","4"
"0006263","14","1","02","01","006000","01200","99","9","00","00","04","00","04","137","0001281",1883,"1","4"
"0006282","12","1","02","01","001488","00744","99","9","00","00","05","00","02","137","0001282",2911,"1","4"
"0006295","10","1","02","01","000600","01400","99","9","10","01","04","00","04","137","0001283",2305,"1","4"
"0006302","17","1","02","01","000750","03000","99","9","00","00","05","00","01","137","0001283",2305,"1","4"
"0006306","01","1","02","01","000001","01300","99","9","00","00","04","00","01","137","0001284",2600,"1","4"
"0006306","01","1","06","01","006000","01600","99","9","00","00","04","00","01","137","0001284",2600,"1","4"
"0006308","04","1","02","01","006000","00950","22","0","00","02","00","00","04","137","0001284",2600,"1","4"
"0006318","14","1","02","01","004080","01848","99","9","00","00","04","00","03","137","0001284",2600,"1","4"
"0006319","15","1","01","01","004000","01800","02","0","00","00","06","00","02","137","0001284",2600,"1","4"
"0006321","19","1","02","01","016800","05600","99","9","00","00","04","00","03","137","0001284",2600,"1","4"
"0006329","10","1","01","01","004500","01460","99","9","00","00","03","00","01","137","0001285",2402,"1","4"
"0006334","17","1","02","01","002500","02000","07","0","00","00","04","00","02","137","0001285",2402,"1","4"
"0006399","01","1","01","01","001500","01200","99","9","00","00","04","00","01","139","0001297",582,"3","1"
"0006430","04","1","02","01","007000","02240","05","0","00","00","04","00","04","138","0001307",2060,"2","1"
"0006486","03","1","02","01","003000","00370","99","9","00","00","05","00","02","144","0001325",635,"3","1"
"0006488","05","1","01","01","005000","03000","99","9","00","00","04","00","02","144","0001325",635,"3","1"
"0006509","17","1","02","01","000460","00400","99","9","00","00","04","00","01","145","0001329",1974,"2","2"
"0006562","06","1","01","01","006000","00300","99","9","00","01","00","00","09","147","0001334",3118,"2","3"
"0006562","06","1","02","01","004000","01120","99","9","00","00","04","00","04","147","0001334",3118,"2","3"
"0006592","20","1","02","01","003000","02800","99","9","00","00","04","00","01","146","0001335",2516,"2","3"
"0006644","09","1","02","01","002000","04280","99","9","00","00","04","00","04","146","0001345",2413,"2","3"
"0006690","05","1","02","01","005000","01120","04","0","00","00","04","00","01","149","0001356",1548,"2","4"
"0006728","10","1","03","01","002000","00200","99","9","00","00","03","00","02","148","0001358",1502,"1","4"
"0006733","15","1","02","01","000800","00400","03","0","00","00","03","00","01","148","0001358",1502,"1","4"
"0006776","02","1","02","01","010000","99999","99","9","00","00","04","00","04","148","0001361",1873,"1","4"
"0006776","02","1","02","02","003000","01040","99","9","00","00","04","00","01","148","0001361",1873,"1","4"
"0006815","07","1","02","01","010000","03000","07","5","00","00","04","00","04","149","0001363",1795,"2","4"
"0006826","20","1","01","01","015000","01450","65","0","00","00","06","00","03","149","0001363",1795,"2","4"
"0006826","20","1","04","01","030000","12500","06","4","00","00","04","00","03","149","0001363",1795,"2","4"
"0007042","02","1","01","01","001000","02000","73","0","00","00","04","00","01","150","0001408",4133,"2","1"
"0007042","02","1","05","01","000900","01200","73","0","00","00","04","00","01","150","0001408",4133,"2","1"
"0007045","05","1","02","01","030000","08120","99","9","00","00","04","00","01","150","0001408",4133,"2","1"
"0007068","05","1","01","01","003368","01066","99","9","00","00","04","00","02","150","0001414",5367,"2","1"
"0007098","04","1","02","01","040000","03400","99","9","00","00","05","00","04","150","0001422",4709,"2","1"
"0007109","03","1","05","01","003500","02400","99","9","00","00","04","00","01","150","0001425",4310,"1","1"
"0007132","01","1","01","01","006690","04460","21","0","00","00","04","00","02","152","0001431",2182,"4","1"
"0007163","04","1","02","01","030000","02000","16","0","00","02","00","02","00","152","0001439",2905,"4","1"
"0007295","12","1","01","01","017000","03200","99","9","02","01","00","01","00","157","0001462",3415,"2","2"
"0007295","12","1","02","01","003000","01000","89","9","05","02","00","99","99","157","0001462",3415,"2","2"
"0007295","12","1","03","01","030000","01000","99","9","03","36","00","99","99","157","0001462",3415,"2","2"
"0007303","01","1","02","01","002500","01600","99","9","00","00","04","00","01","158","0001463",4086,"2","2"
"0007313","14","1","01","01","020000","01600","99","9","02","03","00","02","00","158","0001463",4086,"2","2"
"0007352","19","1","01","01","007000","00630","30","0","00","02","00","01","00","159","0001465",7001,"2","3"
"0007361","11","1","02","01","009260","03740","99","9","00","00","05","00","03","159","0001466",6389,"3","3"
"0007393","18","1","02","01","015000","01000","99","9","00","04","00","00","11","160","0001470",4938,"2","4"
"0007446","03","1","02","01","004000","01200","99","9","00","00","04","00","02","162","0001474",9217,"2","1"
"0007488","05","1","02","01","008000","01560","99","9","00","00","04","00","04","163","0001485",5911,"3","1"
"0007523","03","1","02","01","005000","02000","99","9","00","00","04","00","03","163","0001495",5339,"3","1"
"0007545","05","1","01","01","004600","01600","06","0","00","00","05","00","05","162","0001500",10215,"2","1"
"0007545","05","1","02","01","005000","01600","06","0","00","00","05","00","05","162","0001500",10215,"2","1"
"0007642","01","1","01","01","012000","03000","99","9","00","00","04","00","02","163","0001525",5478,"3","1"
"0007775","05","1","02","01","005000","05000","00","4","00","00","05","00","01","162","0001559",7124,"2","1"
"0007779","05","1","01","01","001300","05200","99","9","00","00","05","00","01","163","0001560",5653,"3","1"
"0007790","03","1","01","01","001000","00100","10","0","00","00","04","00","01","162","0001563",8229,"2","1"
"0007832","01","1","01","01","004500","01400","99","9","00","00","04","00","03","169","0001574",8118,"2","2"
"0007842","02","1","02","01","006000","12000","04","5","00","00","04","00","01","173","0001576",11385,"2","2"
"0007845","06","1","03","01","004000","00800","05","0","00","01","00","00","05","173","0001576",11385,"2","2"
"0007862","03","1","02","01","008000","02400","78","0","02","00","04","00","01","166","0001577",4603,"3","2"
"0007868","04","1","02","01","002000","02000","15","0","02","00","08","00","01","165","0001578",7524,"2","2"
"0007889","05","1","02","01","013000","04000","06","5","00","00","04","00","02","168","0001580",19063,"2","3"
"0007905","14","1","01","01","006000","02500","99","9","00","00","05","00","02","173","0001582",13744,"2","3"
"0007929","01","1","02","01","005000","01600","99","9","00","00","04","00","03","164","0001587",4151,"4","1"
"0007953","04","1","01","01","010000","02600","05","0","01","01","00","00","05","175","0001593",7022,"2","4"
"0007955","06","1","01","01","000600","01200","03","5","00","00","03","00","01","175","0001593",7022,"2","4"
"0007959","11","1","03","01","006000","01600","07","0","00","00","04","00","01","175","0001593",7022,"2","4"
"0007965","17","1","01","01","000350","00700","05","0","00","00","04","00","01","175","0001593",7022,"2","4"
"0007970","04","1","01","01","001680","03360","99","9","00","00","04","00","01","174","0001594",10154,"1","4"
"0007984","01","1","01","01","010000","02000","99","9","02","01","00","00","06","175","0001595",7263,"2","4"
"0007984","01","1","02","01","006500","04000","07","0","00","00","04","00","02","175","0001595",7263,"2","4"
"0007984","01","1","02","02","010000","04500","07","0","00","00","04","00","02","175","0001595",7263,"2","4"
"0008009","11","1","05","01","002000","00500","05","0","00","01","00","01","00","174","0001596",9740,"1","4"
"0008028","03","1","01","01","002000","00290","99","9","00","00","04","00","02","178","0001599",1489,"3","1"
"0008089","03","1","01","01","006000","01600","99","9","00","00","04","00","03","178","0001617",1636,"3","1"
"0008089","03","1","03","01","003500","00350","24","0","00","00","04","00","03","178","0001617",1636,"3","1"
"0008101","05","1","02","01","002500","02200","99","9","00","00","04","00","02","177","0001619",2235,"2","1"
"0008146","02","1","01","01","050000","01300","99","9","00","06","00","05","00","178","0001633",1491,"3","1"
"0008189","05","1","02","01","999999","01000","99","9","00","01","00","00","01","179","0001644",516,"4","1"
"0008243","04","1","02","01","002000","00500","99","9","02","00","04","00","01","185","0001659",3588,"2","2"
"0008255","18","1","02","01","003000","00225","99","9","00","00","04","00","04","185","0001659",3588,"2","2"
"0008255","18","1","02","02","001500","00260","99","9","00","00","04","00","02","185","0001659",3588,"2","2"
"0008268","01","1","02","01","003200","03200","01","0","00","00","03","00","01","187","0001662",3115,"2","2"
"0008300","02","1","02","01","008000","03065","56","0","00","00","06","00","01","186","0001664",1757,"3","2"
"0008309","16","1","02","01","008000","06400","99","9","00","00","04","00","01","186","0001664",1757,"3","2"
"0008339","13","1","01","01","005000","01400","99","9","00","00","04","00","03","185","0001666",3547,"2","2"
"0008339","13","1","08","01","005000","01500","99","9","00","00","04","00","04","185","0001666",3547,"2","2"
"0008370","02","1","02","01","009000","00900","99","9","00","00","03","00","01","188","0001669",3404,"2","3"
"0008380","16","1","02","01","005000","01440","99","9","00","00","04","00","04","188","0001669",3404,"2","3"
"0008383","19","1","01","01","002500","00800","99","9","00","00","04","00","03","188","0001669",3404,"2","3"
"0008383","19","1","01","02","002000","00800","99","9","00","00","04","00","04","188","0001669",3404,"2","3"
"0008383","19","1","01","03","001500","00600","99","9","00","00","04","00","02","188","0001669",3404,"2","3"
"0008383","19","1","03","01","003800","01400","99","9","00","00","06","00","03","188","0001669",3404,"2","3"
"0008383","19","1","05","01","007000","01600","99","9","00","00","04","00","03","188","0001669",3404,"2","3"
"0008383","19","1","06","01","005000","02800","99","9","00","00","04","00","03","188","0001669",3404,"2","3"
"0008383","19","1","06","02","004300","01912","99","9","00","00","04","00","03","188","0001669",3404,"2","3"
"0008383","19","1","06","03","001050","00600","99","9","00","00","04","00","03","188","0001669",3404,"2","3"
"0008399","15","1","03","01","000706","00706","99","9","00","00","04","00","01","188","0001670",3031,"2","3"
"0008423","06","2","02","01","000800","00600","10","0","00","00","04","00","01","189","0001672",3394,"2","3"
"0008426","09","1","01","01","005000","00372","99","9","00","00","04","00","02","189","0001672",3394,"2","3"
"0008432","16","1","04","01","006000","01272","10","0","00","00","04","00","02","189","0001672",3394,"2","3"
"0008433","17","1","01","01","008000","02600","99","9","00","00","02","00","02","189","0001672",3394,"2","3"
"0008449","18","1","02","01","004500","01400","99","9","00","00","04","00","03","190","0001673",2582,"1","4"
"0008455","03","1","01","01","000047","01300","99","9","00","06","00","06","00","191","0001674",2445,"2","4"
"0008455","03","1","01","02","007000","01000","99","9","00","06","00","06","00","191","0001674",2445,"2","4"
"0008499","16","1","02","01","002400","01200","20","0","00","00","05","00","01","190","0001676",2409,"1","4"
"0008540","09","1","02","01","999999","02400","99","9","00","00","04","00","03","190","0001679",2604,"1","4"
"0008540","09","2","01","01","007000","01800","99","9","00","00","04","00","03","190","0001679",2604,"1","4"
"0008541","10","1","02","01","006000","01400","99","9","00","00","04","00","03","190","0001679",2604,"1","4"
"0008548","17","1","01","01","005000","02000","99","9","00","00","04","00","03","190","0001679",2604,"1","4"
"0008550","19","1","02","01","007000","01000","10","0","00","00","04","00","03","190","0001679",2604,"1","4"
"0008552","21","1","02","01","003000","00720","99","9","03","00","04","00","01","190","0001679",2604,"1","4"
"0008568","16","1","02","01","000750","01000","84","0","00","00","04","00","01","191","0001680",2174,"2","4"
"0008570","18","1","02","01","010800","01800","99","9","00","00","04","00","02","191","0001680",2174,"2","4"
"0008595","03","1","02","01","013900","02400","99","8","00","01","00","00","07","201","0001683",1307,"2","1"
"0008595","03","1","02","02","002000","00848","75","0","00","00","04","00","02","201","0001683",1307,"2","1"
"0008595","03","1","02","03","002000","01900","68","0","00","00","04","00","02","201","0001683",1307,"2","1"
"0008602","01","1","02","01","005000","01240","99","9","00","00","06","00","01","202","0001685",561,"3","1"
"0008627","02","1","03","01","000800","00880","99","9","00","00","04","00","01","201","0001690",1555,"2","1"
"0008651","04","1","02","01","000400","01600","20","0","00","00","04","00","01","192","0001697",1140,"2","1"
"0008695","04","1","02","01","030000","07000","03","0","00","00","04","00","02","193","0001709",653,"3","1"
"0008695","04","1","02","02","015000","03500","99","0","00","00","04","00","02","193","0001709",653,"3","1"
"0008698","01","1","01","01","007000","01600","99","9","00","00","05","00","03","192","0001711",1471,"2","1"
"0008699","02","1","02","01","005000","01600","99","9","00","00","04","00","03","192","0001711",1471,"2","1"
"0008699","02","1","03","01","010000","01430","99","9","00","00","06","00","05","192","0001711",1471,"2","1"
"0008699","02","1","03","02","010000","01700","99","9","05","00","05","00","05","192","0001711",1471,"2","1"
"0008724","04","1","01","01","020000","02000","99","9","00","00","04","00","02","193","0001717",720,"3","1"
"0008724","04","1","01","02","001000","00100","99","9","00","00","01","00","01","193","0001717",720,"3","1"
"0008728","03","1","01","01","002000","01000","16","9","00","00","04","00","02","193","0001718",697,"3","1"
"0008734","05","1","03","01","001500","00430","99","9","01","00","04","00","01","193","0001719",771,"3","1"
"0008821","02","1","02","01","010000","04400","68","0","01","00","04","00","02","194","0001743",293,"4","1"
"0008834","09","1","02","01","999999","01500","99","9","00","00","06","00","01","204","0001745",995,"2","2"
"0008849","01","1","02","01","003000","01900","99","9","00","00","04","00","02","197","0001747",439,"4","2"
"0008881","04","1","01","01","008000","00800","99","9","01","00","08","00","04","195","0001757",1794,"2","2"
"0008886","01","1","01","01","003900","01550","05","9","00","00","04","00","03","195","0001759",1634,"2","2"
"0008887","02","1","01","01","002500","01590","05","9","00","00","04","00","02","195","0001759",1634,"2","2"
"0008887","02","1","03","01","005000","03600","05","9","04","00","04","00","02","195","0001759",1634,"2","2"
"0008887","02","1","03","02","002000","00250","05","9","00","00","04","00","02","195","0001759",1634,"2","2"
"0008888","03","1","02","01","005000","02088","99","9","00","00","04","00","04","195","0001759",1634,"2","2"
"0008888","03","1","02","02","001600","01600","99","9","00","00","04","00","01","195","0001759",1634,"2","2"
"0008890","05","1","02","01","001700","00350","99","9","00","00","03","00","03","195","0001759",1634,"2","2"
"0008892","03","1","02","01","020000","01400","99","9","00","00","04","00","04","195","0001760",1717,"2","2"
"0008892","03","1","02","02","999999","99999","99","9","00","00","04","00","04","195","0001760",1717,"2","2"
"0008896","02","1","02","01","010000","03500","99","9","00","00","04","00","03","204","0001761",1224,"2","2"
"0008921","10","1","04","01","999999","01600","04","0","00","00","04","00","03","204","0001762",779,"2","2"
"0008936","02","1","02","01","022000","06400","03","0","00","00","04","00","03","203","0001764",1051,"2","3"
"0008958","10","1","02","01","006285","02076","99","9","00","00","04","00","03","206","0001768",757,"2","3"
"0008971","02","1","01","01","010000","01000","99","9","00","00","06","00","02","199","0001770",798,"3","3"
"0008975","02","1","01","01","010000","03200","99","9","00","00","04","00","04","198","0001771",1154,"2","3"
"0009018","04","1","02","01","010000","00850","99","9","00","00","05","00","04","205","0001774",1357,"2","3"
"0009032","18","1","02","01","005000","01800","99","9","00","00","04","00","03","205","0001774",1357,"2","3"
"0009033","19","1","03","01","001500","00400","99","9","01","01","00","00","05","205","0001774",1357,"2","3"
"0009051","10","1","02","01","001000","02800","99","9","00","00","04","00","01","206","0001777",1258,"1","3"
"0009058","17","1","02","01","012000","02400","99","9","00","00","06","00","02","206","0001777",1258,"1","3"
"0009060","19","1","02","01","002000","01660","99","9","00","00","04","00","01","206","0001777",1258,"1","3"
"0009060","19","1","02","02","001100","01500","04","0","00","00","04","00","01","206","0001777",1258,"1","3"
"0009069","01","1","01","01","004000","03400","99","9","00","00","04","00","01","192","0001780",1223,"2","1"
"0009110","02","1","02","01","006000","01182","06","0","05","01","06","01","00","207","0001784",1417,"1","4"
"0009131","06","1","03","01","004000","02400","02","0","00","00","04","00","02","207","0001785",1387,"1","4"
"0009132","07","1","02","01","002184","01200","99","9","00","00","05","00","02","207","0001785",1387,"1","4"
"0009140","15","1","02","01","007000","00630","99","9","00","00","06","00","06","207","0001785",1387,"1","4"
"0009145","20","1","02","01","005000","01200","99","9","00","00","04","00","02","207","0001785",1387,"1","4"
"0009181","03","1","02","01","005000","00400","99","9","00","00","04","00","04","211","0001791",151,"4","1"
"0009230","05","1","01","01","000400","00339","99","9","00","00","04","00","01","210","0001802",449,"3","1"
"0009230","05","1","02","01","005000","01700","99","9","00","00","04","00","04","210","0001802",449,"3","1"
"0009230","05","1","02","02","004000","01760","99","9","00","00","02","00","03","210","0001802",449,"3","1"
"0009297","04","1","03","01","025000","01350","09","9","00","02","00","02","00","210","0001817",442,"3","1"
"0009397","01","1","02","01","004500","00800","99","9","00","03","00","00","02","211","0001843",138,"4","1"
"0009551","19","1","01","01","005000","02800","99","9","02","04","00","01","00","215","0001864",886,"2","3"
"0009608","08","1","01","01","004000","01500","15","0","00","00","06","00","03","216","0001868",882,"2","3"
"0009678","04","1","02","01","200000","99999","99","9","12","01","00","01","00","218","0001872",742,"2","4"
"0009688","15","1","02","01","002000","01400","99","9","00","00","09","00","01","218","0001872",742,"2","4"
"0009693","20","1","01","01","006430","06430","08","0","00","00","06","00","01","218","0001872",742,"2","4"
"0009693","20","1","02","01","001400","01400","99","9","00","00","06","00","01","218","0001872",742,"2","4"
"0009698","05","1","02","01","028000","03000","99","9","00","00","03","00","03","218","0001873",650,"2","4"
"0009737","10","1","01","01","000001","00001","99","9","00","00","10","00","10","218","0001875",758,"2","4"
"0009742","16","1","01","01","065000","00001","00","9","00","05","00","02","00","218","0001875",758,"2","4"
"0009743","17","1","02","01","003600","01260","02","5","00","00","06","00","03","218","0001875",758,"2","4"
"0009744","18","1","01","01","005000","00489","99","9","00","00","04","00","04","218","0001875",758,"2","4"
"0009747","21","1","02","01","001000","04400","99","9","00","00","04","00","01","218","0001875",758,"2","4"
"0009747","21","1","02","02","005000","01600","99","9","00","00","04","00","04","218","0001875",758,"2","4"
"0009751","03","1","01","01","001000","01000","07","8","00","00","03","00","01","218","0001876",730,"2","4"
"0009767","03","1","02","01","020000","01200","04","0","00","02","08","02","00","217","0001877",676,"1","4"
"0009772","10","1","01","01","020000","02000","01","8","00","24","00","00","10","217","0001877",676,"1","4"
"0009777","15","1","01","01","000025","00001","01","7","00","00","10","00","05","217","0001877",676,"1","4"
"0009777","15","1","01","02","010000","00001","02","0","00","00","10","00","05","217","0001877",676,"1","4"
"0009786","08","1","01","01","030000","01200","99","9","00","00","10","00","04","217","0001878",906,"1","4"
"0009787","09","1","01","01","012000","00200","00","5","00","01","00","04","00","217","0001878",906,"1","4"
"0009800","02","1","01","01","040000","03200","99","9","04","00","04","00","04","219","0001880",4288,"2","1"
"0009800","02","1","01","02","040000","12800","71","0","00","00","04","00","04","219","0001880",4288,"2","1"
"0009800","02","1","01","03","040000","00032","71","0","00","00","04","00","04","219","0001880",4288,"2","1"
"0009829","03","1","01","01","002000","01300","09","9","00","00","04","00","01","220","0001887",3087,"3","1"
"0009829","03","1","03","01","000500","02000","09","9","00","00","04","00","01","220","0001887",3087,"3","1"
"0009846","05","1","02","01","015000","12000","09","9","00","00","04","00","02","221","0001892",2896,"4","1"
"0009867","01","1","02","01","003000","02200","99","9","00","00","04","00","02","219","0001900",3839,"2","1"
"0009869","03","1","01","01","000810","03200","99","9","00","00","04","00","01","219","0001900",3839,"2","1"
"0009871","05","1","02","01","008000","03400","99","9","00","00","04","00","01","219","0001900",3839,"2","1"
"0009879","05","1","02","01","003000","03000","99","9","00","00","06","00","02","219","0001902",2459,"1","1"
"0009892","03","1","02","01","003500","02800","99","9","00","00","04","00","01","220","0001906",3006,"3","1"
"0009982","02","1","04","01","999999","12000","99","9","00","00","04","00","02","219","0001932",3298,"2","1"
"0010003","03","1","02","01","002450","02400","99","9","00","00","04","00","01","220","0001937",3015,"3","1"
"0010018","01","1","01","01","003000","00300","06","0","00","00","04","00","01","219","0001942",4115,"2","1"
"0010029","02","1","02","01","015000","06000","99","9","00","00","04","00","03","221","0001945",2633,"4","1"
"0010060","05","1","02","01","009600","06400","02","0","00","00","04","00","02","219","0001954",3907,"2","1"
"0010061","01","1","01","01","001120","04480","75","0","00","00","04","00","01","219","0001955",4366,"2","1"
"0010099","05","1","01","01","019000","05300","09","9","00","00","05","02","00","221","0001965",2589,"4","1"
"0010099","05","1","01","02","010000","01230","09","9","00","02","00","02","00","221","0001965",2589,"4","1"
"0010143","01","1","03","01","002000","02650","99","9","00","00","04","00","01","220","0001979",3041,"3","1"
"0010198","05","1","01","01","030000","23000","09","9","01","05","00","00","03","221","0001991",2882,"4","1"
"0010198","05","1","01","02","012000","01200","09","9","00","03","00","00","03","221","0001991",2882,"4","1"
"0010198","05","1","01","03","006000","02000","09","9","00","00","04","00","01","221","0001991",2882,"4","1"
"0010198","05","1","01","04","009000","00800","09","9","00","00","04","00","03","221","0001991",2882,"4","1"
"0010198","05","1","02","01","010000","02700","09","9","00","00","05","00","03","221","0001991",2882,"4","1"
"0010264","01","1","03","01","002000","00674","99","9","00","00","03","00","02","224","0002000",3969,"3","2"
"0010330","01","1","01","01","011000","02036","99","9","00","00","05","00","04","228","0002009",50,"4","1"
"0010330","01","1","01","02","006000","00800","99","9","00","00","01","00","04","228","0002009",50,"4","1"
"0010350","02","1","02","01","005000","06000","06","8","00","00","04","00","01","226","0002016",1962,"2","1"
"0010400","01","1","02","01","000500","01000","05","0","00","00","04","00","01","234","0002030",1820,"2","1"
"0010402","01","1","01","01","008000","02000","20","0","00","00","04","00","02","234","0002031",2352,"2","1"
"0010414","07","1","02","01","010000","01500","99","9","00","00","04","00","04","235","0002033",3855,"2","2"
"0010428","04","1","01","01","002000","02000","02","7","00","00","07","00","01","229","0002034",1999,"2","2"
"0010432","03","1","02","01","008000","02320","99","9","00","00","04","00","02","229","0002035",2202,"2","2"
"0010432","03","1","03","01","001200","02400","99","9","00","00","04","00","01","229","0002035",2202,"2","2"
"0010438","05","1","01","01","005000","01112","25","0","00","01","01","00","04","229","0002036",2730,"1","2"
"0010461","05","1","02","01","005000","01000","99","9","00","00","04","00","02","235","0002041",4991,"2","2"
"0010470","17","1","02","01","015000","05600","26","6","00","00","04","00","03","235","0002041",4991,"2","2"
"0010494","05","1","02","01","005600","05600","01","9","00","00","04","00","01","233","0002047",65,"4","3"
"0010495","01","1","01","01","003200","01800","99","9","00","00","05","00","01","233","0002048",55,"4","3"
"0010512","09","1","02","01","003000","01600","99","9","00","00","04","00","02","236","0002050",2323,"2","3"
"0010517","15","1","01","01","035000","02300","12","1","00","03","00","02","06","236","0002050",2323,"2","3"
"0010520","18","1","02","01","050000","04700","99","9","00","04","00","00","04","236","0002050",2323,"2","3"
"0010542","05","1","01","01","005000","01600","02","5","00","00","04","00","01","233","0002055",56,"4","3"
"0010542","05","1","01","02","005000","01600","02","5","00","00","04","00","01","233","0002055",56,"4","3"
"0010543","01","1","01","01","004000","01600","03","5","00","00","04","00","03","233","0002056",60,"4","3"
"0010543","01","1","02","01","028000","07600","03","5","00","00","04","00","03","233","0002056",60,"4","3"
"0010562","01","1","02","01","006000","01200","54","0","00","00","04","00","02","237","0002061",2238,"1","3"
"0010569","08","1","01","01","003600","01200","20","0","00","00","05","00","03","237","0002061",2238,"1","3"
"0010587","04","1","01","01","001600","00600","99","9","00","00","04","00","02","232","0002063",541,"3","3"
"0010597","04","1","01","01","003500","01400","10","0","00","00","04","00","03","236","0002065",2826,"1","3"
"0010614","02","1","01","01","007000","00508","02","0","00","00","04","00","04","237","0002066",2425,"2","3"
"0010616","05","1","02","01","004000","00200","99","9","00","00","04","00","04","237","0002066",2425,"2","3"
"0010618","07","1","02","01","005000","01452","00","4","00","00","04","00","03","237","0002066",2425,"2","3"
"0010627","16","1","02","01","010000","03200","00","7","00","00","05","00","03","237","0002066",2425,"2","3"
"0010627","16","1","02","02","005000","01660","07","5","00","00","04","00","01","237","0002066",2425,"2","3"
"0010630","19","1","03","01","001000","01880","01","2","00","00","04","00","01","237","0002066",2425,"2","3"
"0010631","20","1","02","01","004380","01460","99","9","00","00","04","00","02","237","0002066",2425,"2","3"
"0010654","01","1","02","01","000450","01800","99","9","00","00","04","00","01","233","0002069",83,"4","3"
"0010657","04","1","01","01","020000","01200","99","9","00","02","00","01","11","233","0002069",83,"4","3"
"0010683","03","1","02","01","007000","02800","61","0","00","00","04","00","02","239","0002074",1971,"2","4"
"0010695","17","1","03","01","000800","02880","51","6","00","00","04","00","01","239","0002074",1971,"2","4"
"0010697","19","1","01","01","010000","03000","05","0","00","00","04","00","03","239","0002074",1971,"2","4"
"0010799","16","1","01","01","000001","99999","01","0","00","01","00","01","00","238","0002080",2486,"1","4"
"0010815","03","1","02","01","030000","08200","04","5","00","00","06","00","04","238","0002082",3746,"1","4"
"0010823","13","1","02","01","003000","02400","60","0","00","00","04","00","02","238","0002082",3746,"1","4"
"0010896","13","1","02","01","030000","04060","56","0","00","01","00","00","06","239","0002086",1433,"2","4"
"0010898","15","1","01","01","010000","00900","99","9","00","01","00","00","06","239","0002086",1433,"2","4"
"0010898","15","1","02","01","003000","02860","29","0","01","00","04","00","01","239","0002086",1433,"2","4"
"0010902","19","1","02","01","100000","99999","99","9","00","99","99","99","99","239","0002086",1433,"2","4"
"0010940","04","1","01","01","001400","05600","60","0","00","00","04","00","01","240","0002098",3529,"2","1"
"0010975","01","2","01","01","999999","99999","99","9","12","00","04","99","99","241","0002107",1755,"3","1"
"0011029","04","1","03","01","007000","01200","99","9","12","01","00","99","99","240","0002122",3925,"2","1"
"0011033","03","1","02","01","027000","02000","54","4","00","00","04","00","03","240","0002123",4162,"2","1"
"0011033","03","1","02","02","027000","02000","55","4","00","00","04","00","03","240","0002123",4162,"2","1"
"0011063","05","1","01","01","023000","03200","07","0","00","00","04","00","03","241","0002129",1737,"3","1"
"0011136","05","1","03","01","015000","04088","00","3","00","00","04","00","04","247","0002145",3201,"2","1"
"0011149","03","1","02","01","008000","02400","99","9","00","00","04","00","01","247","0002149",2771,"2","1"
