"FOLIO","VIV_SEL","HOGAR","N_REN","CONSEC","P8_12","P8_13","P8_14_1","P8_14_2","P8_15","P8_16","EDIS","UPM_DIS","FACTOR","ESTRATO","TLOC"
"0000937","16","1","01","01","3","00300","99","0","002000","02","018","0000227",2884,"2","2"
"0000945","06","1","02","01","3","00650","99","9","002200","00","018","0000228",3115,"3","2"
"0000949","12","1","01","01","3","01500","99","9","010000","05","018","0000228",3115,"3","2"
"0000950","15","1","01","01","3","00270","99","9","002000","00","018","0000228",3115,"3","2"
"0000950","15","1","03","01","7","03000","99","0","026700","01","018","0000228",3115,"3","2"
"0000950","15","1","05","01","3","00400","99","9","004000","00","018","0000228",3115,"3","2"
"0000951","16","1","02","01","3","00700","99","9","999999","03","018","0000228",3115,"3","2"
"0000952","17","1","02","01","3","01000","99","9","999999","00","018","0000228",3115,"3","2"
"0000953","19","1","01","01","3","00500","99","9","008000","00","018","0000228",3115,"3","2"
"0000966","05","1","02","01","3","00600","99","9","000800","00","019","0000232",3405,"2","3"
"0000971","11","1","01","01","3","00578","99","9","003500","00","019","0000232",3405,"2","3"
"0000973","13","1","03","01","3","00200","99","9","001000","12","019","0000232",3405,"2","3"
"0000975","17","1","02","01","3","02000","99","9","015000","00","019","0000232",3405,"2","3"
"0000976","18","1","02","01","3","03000","99","9","018000","00","019","0000232",3405,"2","3"
"0000977","19","1","01","01","3","00900","99","9","999999","03","019","0000232",3405,"2","3"
"0000981","03","1","01","01","7","01150","99","9","008000","00","019","0000233",2450,"2","3"
"0000981","03","1","02","01","3","00400","99","9","005000","02","019","0000233",2450,"2","3"
"0000981","03","1","02","02","7","01004","99","9","008000","00","019","0000233",2450,"2","3"
"0000993","18","1","02","01","3","00580","99","9","005000","02","019","0000233",2450,"2","3"
"0000995","01","1","01","01","3","00300","99","9","002000","00","010","0000234",1350,"4","1"
"0000997","03","1","02","01","3","00500","99","9","999999","01","010","0000234",1350,"4","1"
"0001025","06","1","02","01","3","00860","99","9","014500","04","020","0000237",1870,"2","4"
"0001026","08","1","01","01","7","01200","99","9","001200","00","020","0000237",1870,"2","4"
"0001027","09","1","02","01","3","00200","99","9","003000","00","020","0000237",1870,"2","4"
"0001028","10","1","02","01","3","00200","99","9","002500","00","020","0000237",1870,"2","4"
"0001032","17","1","01","01","3","01200","11","0","007000","00","020","0000237",1870,"2","4"
"0001038","04","1","01","01","3","00850","99","9","015500","00","020","0000238",2470,"2","4"
"0001042","08","1","03","01","3","01200","99","9","010000","00","020","0000238",2470,"2","4"
"0001043","09","1","01","01","3","01200","99","9","014000","00","020","0000238",2470,"2","4"
"0001044","10","1","01","01","3","00250","99","9","002500","00","020","0000238",2470,"2","4"
"0001053","01","1","02","01","3","00000","99","9","000000","00","022","0000240",318,"3","1"
"0001053","01","1","05","01","3","01000","07","0","009000","02","022","0000240",318,"3","1"
"0001057","04","1","01","01","3","01700","01","0","010000","00","022","0000241",378,"3","1"
"0001057","04","1","02","01","3","00200","99","9","005000","02","022","0000241",378,"3","1"
"0001061","04","1","01","01","3","01500","99","9","002000","00","023","0000242",236,"4","1"
"0001063","01","1","02","01","2","00500","99","9","002200","00","022","0000243",375,"3","1"
"0001064","05","1","01","01","3","00500","99","9","005000","00","022","0000243",375,"3","1"
"0001065","01","1","01","01","3","01180","99","9","007000","00","022","0000244",378,"3","1"
"0001069","02","1","01","01","3","00000","99","9","012866","01","021","0000245",429,"2","1"
"0001069","02","1","03","01","3","00000","99","9","002000","04","021","0000245",429,"2","1"
"0001069","02","1","04","01","3","02000","99","9","999999","00","021","0000245",429,"2","1"
"0001070","03","1","01","01","2","00900","99","9","011500","00","021","0000245",429,"2","1"
"0001070","03","1","02","01","3","00500","99","9","002800","00","021","0000245",429,"2","1"
"0001072","05","1","01","01","2","00200","99","9","001200","00","021","0000245",429,"2","1"
"0001076","04","1","02","01","3","00000","99","9","003000","02","022","0000246",328,"3","1"
"0001078","01","1","01","01","3","00000","99","9","036000","12","021","0000247",389,"2","1"
"0001079","04","1","01","01","3","00000","99","9","001000","00","021","0000247",389,"2","1"
"0001079","04","1","03","01","3","00000","99","9","002500","12","021","0000247",389,"2","1"
"0001085","03","1","02","01","1","00750","99","9","000750","00","023","0000249",265,"4","1"
"0001085","03","1","02","02","2","00620","99","9","002100","00","023","0000249",265,"4","1"
"0001086","04","1","01","01","3","00350","99","9","002800","00","023","0000249",265,"4","1"
"0001086","04","1","02","01","3","00300","99","9","001800","00","023","0000249",265,"4","1"
"0001087","05","1","03","01","3","03000","99","9","003000","00","023","0000249",265,"4","1"
"0001088","01","1","02","01","2","02000","99","9","002500","00","023","0000250",251,"4","1"
"0001089","02","1","01","01","1","05000","99","9","025000","00","023","0000250",251,"4","1"
"0001091","04","1","01","01","2","02300","99","9","015000","00","023","0000250",251,"4","1"
"0001093","03","1","02","01","3","02500","99","9","023000","00","023","0000251",241,"4","1"
"0001097","05","1","01","01","3","99999","99","9","001500","00","022","0000253",283,"3","1"
"0001101","05","1","01","01","3","01100","99","9","010000","00","022","0000254",387,"3","1"
"0001101","05","1","02","01","3","00500","99","9","002000","00","022","0000254",387,"3","1"
"0001102","03","1","02","01","2","00700","99","9","002600","00","022","0000255",323,"3","1"
"0001103","04","1","01","01","3","01200","99","9","003000","00","022","0000255",323,"3","1"
"0001109","01","1","02","01","1","00700","99","9","002000","00","022","0000257",328,"3","1"
"0001109","01","1","02","02","2","00500","99","9","002000","00","022","0000257",328,"3","1"
"0001109","01","1","02","03","3","00200","99","9","001200","00","022","0000257",328,"3","1"
"0001110","03","1","02","01","7","01100","99","9","004000","00","022","0000257",328,"3","1"
"0001110","03","1","04","01","2","01000","04","0","005400","02","022","0000257",328,"3","1"
"0001110","03","1","05","01","3","00400","99","9","002100","00","022","0000257",328,"3","1"
"0001111","04","1","02","01","1","00100","99","9","000700","00","022","0000257",328,"3","1"
"0001111","04","1","03","01","1","00100","43","0","000700","00","022","0000257",328,"3","1"
"0001115","03","1","03","01","3","00400","99","9","000600","03","021","0000258",375,"2","1"
"0001120","01","1","02","01","7","99888","99","9","999999","02","022","0000260",361,"3","1"
"0001122","04","1","02","01","3","99888","99","9","999888","00","022","0000260",361,"3","1"
"0001122","04","1","02","02","1","99888","99","9","999888","02","022","0000260",361,"3","1"
"0001125","02","1","01","01","1","02000","99","9","999999","00","022","0000261",349,"3","1"
"0001125","02","1","01","02","2","02000","99","9","999999","00","022","0000261",349,"3","1"
"0001129","01","1","02","01","2","00500","99","9","004000","00","022","0000263",357,"3","1"
"0001129","01","1","02","02","3","00500","99","9","004600","01","022","0000263",357,"3","1"
"0001129","01","1","03","01","1","00920","99","9","006200","02","022","0000263",357,"3","1"
"0001129","01","1","03","02","2","00400","99","9","000279","00","022","0000263",357,"3","1"
"0001131","05","1","01","01","2","00500","80","0","008000","02","022","0000263",357,"3","1"
"0001131","05","1","01","02","1","00000","80","0","003500","02","022","0000263",357,"3","1"
"0001132","01","1","01","01","3","00800","99","9","008500","03","022","0000264",351,"3","1"
"0001134","03","1","02","01","2","00400","99","9","002000","00","022","0000264",351,"3","1"
"0001136","05","1","03","01","3","00000","99","9","006000","12","022","0000264",351,"3","1"
"0001136","05","1","03","02","2","00000","99","9","000000","00","022","0000264",351,"3","1"
"0001141","01","1","01","01","3","01200","99","9","999999","00","022","0000266",334,"3","1"
"0001142","02","1","02","01","3","00000","99","9","003000","12","022","0000266",334,"3","1"
"0001143","03","1","01","01","2","00500","99","9","008000","01","022","0000266",334,"3","1"
"0001145","01","1","01","01","3","00500","99","9","001700","00","021","0000267",399,"2","1"
"0001145","01","1","02","01","3","00000","99","9","999999","12","021","0000267",399,"2","1"
"0001145","01","1","03","01","3","00100","99","9","000000","00","021","0000267",399,"2","1"
"0001146","02","1","01","01","3","00400","10","0","003000","00","021","0000267",399,"2","1"
"0001147","03","1","03","01","3","00500","99","9","001500","02","021","0000267",399,"2","1"
"0001147","03","1","04","01","3","00750","99","9","001500","02","021","0000267",399,"2","1"
"0001150","02","1","01","01","3","04600","99","9","082000","00","022","0000268",341,"3","1"
"0001152","04","1","02","01","3","00800","99","9","004000","00","022","0000268",341,"3","1"
"0001155","02","1","01","01","1","01000","99","9","003000","04","022","0000269",364,"3","1"
"0001156","03","1","01","01","1","01000","99","9","002000","00","022","0000269",364,"3","1"
"0001157","01","1","03","01","3","00250","99","9","999999","02","021","0000270",398,"2","1"
"0001159","04","1","03","01","3","00000","99","9","003000","99","021","0000270",398,"2","1"
"0001159","04","1","05","01","3","00000","99","9","999999","99","021","0000270",398,"2","1"
"0001160","05","1","01","01","3","00000","09","0","000000","00","021","0000270",398,"2","1"
"0001161","01","1","01","01","3","01000","99","9","006000","04","021","0000271",420,"2","1"
"0001162","03","1","02","01","3","01202","99","9","012500","00","021","0000271",420,"2","1"
"0001162","03","1","03","01","3","00300","99","9","003000","01","021","0000271",420,"2","1"
"0001163","04","1","01","01","3","99999","99","9","999999","99","021","0000271",420,"2","1"
"0001165","02","1","02","01","3","00360","63","5","003551","00","022","0000272",402,"3","1"
"0001165","02","1","03","01","3","00800","99","9","012000","03","022","0000272",402,"3","1"
"0001170","03","1","02","01","3","00000","99","9","000000","00","023","0000273",258,"4","1"
"0001172","02","1","02","01","1","00000","99","9","001200","00","023","0000274",193,"4","1"
"0001174","05","1","01","01","3","01020","99","9","002800","00","023","0000274",193,"4","1"
"0001174","05","1","03","01","3","00400","99","9","006000","05","023","0000274",193,"4","1"
"0001175","01","1","02","01","1","01300","99","9","003000","00","023","0000275",208,"4","1"
"0001175","01","1","03","01","3","00300","99","9","000700","00","023","0000275",208,"4","1"
"0001177","03","1","01","01","3","00310","99","9","002600","00","023","0000275",208,"4","1"
"0001178","04","1","02","01","1","03000","99","9","006000","00","023","0000275",208,"4","1"
"0001179","05","1","01","01","1","00000","99","9","002000","00","023","0000276",237,"4","1"
"0001179","05","1","01","02","7","00400","99","9","005000","00","023","0000276",237,"4","1"
"0001180","01","1","01","01","2","00500","99","9","002000","03","022","0000277",343,"3","1"
"0001180","01","1","02","01","3","02000","80","0","015000","00","022","0000277",343,"3","1"
"0001185","03","1","01","01","3","00620","20","0","003200","00","023","0000278",200,"4","1"
"0001193","03","1","01","01","2","01200","99","9","001200","00","023","0000280",212,"4","1"
"0001194","01","1","01","01","2","02000","99","9","010000","00","023","0000281",236,"4","1"
"0001199","03","1","02","01","3","00550","99","9","004200","00","023","0000282",212,"4","1"
"0001201","05","1","02","01","3","00000","99","9","017000","12","023","0000282",212,"4","1"
"0001201","05","1","03","01","3","00000","99","9","002200","01","023","0000282",212,"4","1"
"0001203","03","1","01","01","3","00440","99","9","001600","00","023","0000283",249,"4","1"
"0001204","03","1","02","01","3","03000","99","9","010000","00","023","0000284",249,"4","1"
"0001205","04","1","02","01","3","00880","99","9","003200","00","023","0000284",249,"4","1"
"0001206","05","1","01","01","1","02000","99","9","009000","00","023","0000284",249,"4","1"
"0001207","01","1","01","01","1","01525","99","9","011000","00","021","0000285",454,"2","1"
"0001208","02","1","02","01","3","00000","99","9","007000","04","021","0000285",454,"2","1"
"0001208","02","1","03","01","3","00100","99","9","003000","00","021","0000285",454,"2","1"
"0001212","01","1","01","01","3","00000","99","9","003000","06","022","0000286",452,"3","1"
"0001212","01","1","02","01","3","00000","99","9","003600","11","022","0000286",452,"3","1"
"0001213","02","1","02","01","3","00000","99","9","024000","04","022","0000286",452,"3","1"
"0001216","05","1","02","01","3","01200","99","9","000000","00","022","0000286",452,"3","1"
"0001219","03","1","01","01","7","01200","99","9","999999","01","021","0000287",512,"2","1"
"0001225","05","1","01","01","3","00000","99","9","011000","05","023","0000288",332,"4","1"
"0001228","03","1","01","01","3","01200","99","9","005000","03","023","0000289",225,"4","1"
"0001229","04","1","02","01","3","00000","99","9","050000","12","023","0000289",225,"4","1"
"0001233","03","1","01","01","3","00500","08","0","005300","00","023","0000290",224,"4","1"
"0001233","03","1","01","02","1","01000","99","9","004000","00","023","0000290",224,"4","1"
"0001235","05","1","02","01","3","04000","99","9","999999","00","023","0000290",224,"4","1"
"0001238","03","1","02","01","3","00700","99","9","018000","02","023","0000292",224,"4","1"
"0001239","04","1","05","01","2","00600","99","9","001600","00","023","0000292",224,"4","1"
"0001239","04","1","05","02","3","01200","99","9","012000","00","023","0000292",224,"4","1"
"0001239","04","1","05","03","1","01700","99","9","006000","00","023","0000292",224,"4","1"
"0001240","05","1","01","01","3","00000","99","9","999999","12","023","0000292",224,"4","1"
"0001240","05","1","03","01","3","00230","99","9","001380","00","023","0000292",224,"4","1"
"0001245","02","1","01","01","2","00300","99","9","002000","00","023","0000295",192,"4","1"
"0001246","03","1","01","01","3","01400","99","9","020000","00","023","0000295",192,"4","1"
"0001249","03","1","02","01","2","00400","99","9","007000","03","023","0000296",224,"4","1"
"0001249","03","1","02","02","3","00200","99","9","001000","00","023","0000296",224,"4","1"
"0001251","05","1","02","01","3","01500","99","9","010000","00","023","0000296",224,"4","1"
"0001253","03","1","04","01","2","00450","99","9","002800","00","023","0000297",237,"4","1"
"0001255","02","1","01","01","1","99888","99","9","999888","02","023","0000298",227,"4","1"
"0001255","02","1","01","02","2","99888","99","9","999888","02","023","0000298",227,"4","1"
"0001255","02","1","01","03","3","99888","99","9","999888","02","023","0000298",227,"4","1"
"0001256","03","1","01","01","1","00000","99","9","001000","00","023","0000298",227,"4","1"
