"FOLIO","VIV_SEL","HOGAR","N_INF","P2_9","P2_10","EDIS","UPM_DIS","FAC_HOG","ESTRATO","TLOC"
"0006766","11","1","02","","01","149","0001360",1881,"2","4"
"0006767","12","1","02","","02","149","0001360",1881,"2","4"
"0006768","13","1","01","","02","149","0001360",1881,"2","4"
"0006769","14","1","02","","01","149","0001360",1881,"2","4"
"0006770","15","1","02","","02","149","0001360",1881,"2","4"
"0006771","16","1","01","","01","149","0001360",1881,"2","4"
"0006772","18","1","01","","01","149","0001360",1881,"2","4"
"0006773","19","1","02","","02","149","0001360",1881,"2","4"
"0006774","20","1","02","","01","149","0001360",1881,"2","4"
"0006775","01","1","01","","01","148","0001361",1873,"1","4"
"0006776","02","1","02","","01","148","0001361",1873,"1","4"
"0006777","03","1","02","","02","148","0001361",1873,"1","4"
"0006778","04","1","01","","01","148","0001361",1873,"1","4"
"0006779","05","1","01","","01","148","0001361",1873,"1","4"
"0006780","06","1","01","","02","148","0001361",1873,"1","4"
"0006781","08","1","01","","01","148","0001361",1873,"1","4"
"0006782","09","1","05","","01","148","0001361",1873,"1","4"
"0006783","10","1","02","","01","148","0001361",1873,"1","4"
"0006784","11","1","02","","01","148","0001361",1873,"1","4"
"0006785","12","1","01","","02","148","0001361",1873,"1","4"
"0006786","13","1","01","","01","148","0001361",1873,"1","4"
"0006787","14","1","03","","03","148","0001361",1873,"1","4"
"0006788","15","1","01","","01","148","0001361",1873,"1","4"
"0006789","17","1","01","","01","148","0001361",1873,"1","4"
"0006790","18","1","02","","01","148","0001361",1873,"1","4"
"0006791","19","1","02","","01","148","0001361",1873,"1","4"
"0006792","01","1","02","","02","149","0001362",1819,"2","4"
"0006793","02","1","01","","01","149","0001362",1819,"2","4"
"0006794","03","1","01","","01","149","0001362",1819,"2","4"
"0006795","04","1","01","","01","149","0001362",1819,"2","4"
"0006796","06","1","01","","01","149","0001362",1819,"2","4"
"0006797","07","1","02","","02","149","0001362",1819,"2","4"
"0006798","08","1","01","","01","149","0001362",1819,"2","4"
"0006799","10","1","01","","01","149","0001362",1819,"2","4"
"0006800","11","1","01","","01","149","0001362",1819,"2","4"
"0006801","12","1","01","","01","149","0001362",1819,"2","4"
"0006802","13","1","01","","01","149","0001362",1819,"2","4"
"0006803","14","1","01","","01","149","0001362",1819,"2","4"
"0006804","15","1","01","","01","149","0001362",1819,"2","4"
"0006805","16","1","02","","02","149","0001362",1819,"2","4"
"0006806","17","1","02","","02","149","0001362",1819,"2","4"
"0006807","18","1","02","","02","149","0001362",1819,"2","4"
"0006808","19","1","01","","01","149","0001362",1819,"2","4"
"0006809","20","1","01","","01","149","0001362",1819,"2","4"
"0006810","01","1","02","","02","149","0001363",1795,"2","4"
"0006811","02","1","01","","01","149","0001363",1795,"2","4"
"0006812","03","1","02","","02","149","0001363",1795,"2","4"
"0006813","05","1","01","","01","149","0001363",1795,"2","4"
"0006814","06","1","01","","01","149","0001363",1795,"2","4"
"0006815","07","1","01","","01","149","0001363",1795,"2","4"
"0006816","09","1","01","","01","149","0001363",1795,"2","4"
"0006817","10","1","02","","02","149","0001363",1795,"2","4"
"0006818","11","1","01","","01","149","0001363",1795,"2","4"
"0006819","12","1","03","1","01","149","0001363",1795,"2","4"
"0006819","12","2","02","2","","149","0001363",1795,"2","4"
"0006819","12","3","02","2","","149","0001363",1795,"2","4"
"0006820","13","1","01","","01","149","0001363",1795,"2","4"
"0006821","14","1","02","","01","149","0001363",1795,"2","4"
"0006822","16","1","01","","01","149","0001363",1795,"2","4"
"0006823","17","1","02","","02","149","0001363",1795,"2","4"
"0006824","18","1","02","","02","149","0001363",1795,"2","4"
"0006825","19","1","02","","01","149","0001363",1795,"2","4"
"0006826","20","1","04","","04","149","0001363",1795,"2","4"
"0006827","01","1","01","","01","148","0001364",1249,"1","4"
"0006828","02","1","01","","01","148","0001364",1249,"1","4"
"0006829","03","1","01","","01","148","0001364",1249,"1","4"
"0006830","04","1","01","","01","148","0001364",1249,"1","4"
"0006831","06","1","01","","01","148","0001364",1249,"1","4"
"0006832","07","1","03","","02","148","0001364",1249,"1","4"
"0006833","08","1","01","","01","148","0001364",1249,"1","4"
"0006834","09","1","01","","01","148","0001364",1249,"1","4"
"0006835","10","1","01","","01","148","0001364",1249,"1","4"
"0006836","11","1","02","","01","148","0001364",1249,"1","4"
"0006837","12","1","01","","01","148","0001364",1249,"1","4"
"0006838","13","1","01","","01","148","0001364",1249,"1","4"
"0006839","14","1","02","","01","148","0001364",1249,"1","4"
"0006840","15","1","01","","01","148","0001364",1249,"1","4"
"0006841","16","1","01","","01","148","0001364",1249,"1","4"
"0006842","18","1","01","","01","148","0001364",1249,"1","4"
"0006843","19","1","01","","01","148","0001364",1249,"1","4"
"0006844","20","1","01","","01","148","0001364",1249,"1","4"
"0006845","21","1","01","","01","148","0001364",1249,"1","4"
"0006846","01","1","02","","02","148","0001365",1624,"1","4"
"0006847","02","1","02","","01","148","0001365",1624,"1","4"
"0006848","03","1","01","","01","148","0001365",1624,"1","4"
"0006849","05","1","02","","02","148","0001365",1624,"1","4"
"0006850","06","1","01","","01","148","0001365",1624,"1","4"
"0006851","07","1","01","","01","148","0001365",1624,"1","4"
"0006852","08","1","02","","01","148","0001365",1624,"1","4"
"0006853","09","1","01","","01","148","0001365",1624,"1","4"
"0006854","10","1","01","","01","148","0001365",1624,"1","4"
"0006855","11","1","02","","02","148","0001365",1624,"1","4"
"0006856","13","1","01","","01","148","0001365",1624,"1","4"
"0006857","14","1","01","","01","148","0001365",1624,"1","4"
"0006858","15","1","01","","01","148","0001365",1624,"1","4"
"0006859","16","1","01","","01","148","0001365",1624,"1","4"
"0006860","17","1","01","","01","148","0001365",1624,"1","4"
"0006861","19","1","02","","01","148","0001365",1624,"1","4"
"0006862","01","1","02","","02","148","0001366",1459,"1","4"
"0006863","02","1","01","","01","148","0001366",1459,"1","4"
"0006864","03","1","02","","02","148","0001366",1459,"1","4"
"0006865","04","1","02","","01","148","0001366",1459,"1","4"
"0006866","05","1","01","","01","148","0001366",1459,"1","4"
"0006867","06","1","01","","01","148","0001366",1459,"1","4"
"0006868","07","1","01","","01","148","0001366",1459,"1","4"
"0006869","08","1","02","","01","148","0001366",1459,"1","4"
"0006870","09","1","02","","02","148","0001366",1459,"1","4"
"0006871","10","1","01","","01","148","0001366",1459,"1","4"
"0006872","11","1","01","","01","148","0001366",1459,"1","4"
"0006873","12","1","02","","02","148","0001366",1459,"1","4"
"0006874","13","1","02","","01","148","0001366",1459,"1","4"
"0006875","15","1","01","","01","148","0001366",1459,"1","4"
"0006876","16","1","02","","01","148","0001366",1459,"1","4"
"0006877","17","1","02","","02","148","0001366",1459,"1","4"
"0006878","18","1","01","","01","148","0001366",1459,"1","4"
"0006879","19","1","01","","01","148","0001366",1459,"1","4"
"0006880","20","1","02","","01","148","0001366",1459,"1","4"
"0006881","02","1","01","","01","148","0001367",1417,"1","4"
"0006882","03","1","02","","01","148","0001367",1417,"1","4"
"0006883","04","1","01","","01","148","0001367",1417,"1","4"
"0006884","05","1","01","","01","148","0001367",1417,"1","4"
"0006885","06","1","01","","01","148","0001367",1417,"1","4"
"0006886","07","1","01","","01","148","0001367",1417,"1","4"
"0006887","08","1","02","","01","148","0001367",1417,"1","4"
"0006888","09","1","01","","01","148","0001367",1417,"1","4"
"0006889","10","1","02","","02","148","0001367",1417,"1","4"
"0006890","11","1","02","","02","148","0001367",1417,"1","4"
"0006891","12","1","01","","01","148","0001367",1417,"1","4"
"0006892","13","1","01","","02","148","0001367",1417,"1","4"
"0006893","14","1","01","","01","148","0001367",1417,"1","4"
"0006894","15","1","02","","02","148","0001367",1417,"1","4"
"0006895","16","1","01","","02","148","0001367",1417,"1","4"
"0006896","17","1","02","","01","148","0001367",1417,"1","4"
"0006897","18","1","02","","02","148","0001367",1417,"1","4"
"0006898","19","1","01","","02","148","0001367",1417,"1","4"
"0006899","20","1","01","","01","148","0001367",1417,"1","4"
"0006900","01","1","01","","01","148","0001368",1388,"1","4"
"0006901","02","1","01","","01","148","0001368",1388,"1","4"
"0006902","04","1","01","","01","148","0001368",1388,"1","4"
"0006903","05","1","01","","01","148","0001368",1388,"1","4"
"0006904","06","1","01","","01","148","0001368",1388,"1","4"
"0006905","07","1","01","","01","148","0001368",1388,"1","4"
"0006906","08","1","01","","01","148","0001368",1388,"1","4"
"0006907","11","1","02","","01","148","0001368",1388,"1","4"
"0006908","12","1","01","","01","148","0001368",1388,"1","4"
"0006909","13","1","01","","01","148","0001368",1388,"1","4"
"0006910","14","1","02","","02","148","0001368",1388,"1","4"
"0006911","15","1","02","","01","148","0001368",1388,"1","4"
"0006912","16","1","01","","01","148","0001368",1388,"1","4"
"0006913","17","1","02","","02","148","0001368",1388,"1","4"
"0006914","18","1","01","","01","148","0001368",1388,"1","4"
"0006915","19","1","02","","02","148","0001368",1388,"1","4"
"0006916","20","1","01","","01","148","0001368",1388,"1","4"
"0006917","01","1","01","","01","152","0001369",3828,"4","1"
"0006918","03","1","01","","01","152","0001369",3828,"4","1"
"0006919","01","1","02","","02","151","0001370",4064,"3","1"
"0006920","02","1","01","","01","151","0001370",4064,"3","1"
"0006921","03","1","01","","01","151","0001370",4064,"3","1"
"0006922","04","1","02","","01","151","0001370",4064,"3","1"
"0006923","02","1","02","","02","152","0001371",3512,"4","1"
"0006924","05","1","02","","02","152","0001371",3512,"4","1"
"0006925","04","1","01","","01","151","0001372",4853,"3","1"
"0006926","01","1","01","","01","151","0001373",4115,"3","1"
"0006927","02","1","02","1","01","151","0001373",4115,"3","1"
"0006927","02","2","01","2","","151","0001373",4115,"3","1"
"0006928","03","1","02","","02","151","0001373",4115,"3","1"
"0006929","04","1","02","","01","151","0001373",4115,"3","1"
"0006930","05","1","01","","01","151","0001373",4115,"3","1"
"0006931","02","1","01","","01","151","0001374",4478,"3","1"
"0006932","05","1","02","","01","151","0001374",4478,"3","1"
"0006933","02","1","02","","01","152","0001375",3026,"4","1"
"0006934","05","1","04","","04","152","0001375",3026,"4","1"
"0006935","01","1","02","2","","151","0001376",4347,"3","1"
"0006935","01","2","01","1","01","151","0001376",4347,"3","1"
"0006936","01","1","01","","01","151","0001377",4168,"3","1"
"0006937","02","1","01","","01","151","0001377",4168,"3","1"
"0006938","03","1","03","","03","151","0001377",4168,"3","1"
"0006939","04","1","01","","01","151","0001377",4168,"3","1"
"0006940","05","1","01","","01","151","0001377",4168,"3","1"
"0006941","01","1","01","","01","152","0001378",2615,"4","1"
"0006942","03","1","01","","01","152","0001378",2615,"4","1"
"0006943","04","1","01","","01","152","0001378",2615,"4","1"
"0006944","05","1","01","","01","152","0001378",2615,"4","1"
"0006945","01","1","01","","01","151","0001379",4049,"3","1"
"0006946","03","1","01","","01","151","0001379",4049,"3","1"
"0006947","04","1","02","1","02","151","0001379",4049,"3","1"
"0006947","04","2","01","2","","151","0001379",4049,"3","1"
"0006948","05","1","02","","01","151","0001379",4049,"3","1"
"0006949","01","1","02","","02","151","0001380",4160,"3","1"
"0006950","02","1","02","","02","151","0001380",4160,"3","1"
"0006951","03","1","01","","01","151","0001380",4160,"3","1"
"0006952","04","1","01","","01","151","0001380",4160,"3","1"
"0006953","05","1","02","","01","151","0001380",4160,"3","1"
"0006954","01","1","01","","01","151","0001381",4034,"3","1"
"0006955","04","1","01","","02","151","0001381",4034,"3","1"
"0006956","05","1","02","","01","151","0001381",4034,"3","1"
"0006957","01","1","01","","01","151","0001382",3599,"3","1"
"0006958","02","1","02","1","02","151","0001382",3599,"3","1"
"0006958","02","2","01","2","","151","0001382",3599,"3","1"
"0006959","03","1","01","","01","151","0001382",3599,"3","1"
"0006960","04","1","01","","01","151","0001382",3599,"3","1"
"0006961","05","1","01","","01","152","0001383",1887,"4","1"
"0006962","02","1","01","","01","152","0001384",2795,"4","1"
"0006963","04","1","02","","02","152","0001384",2795,"4","1"
"0006964","01","1","01","","01","151","0001385",4574,"3","1"
"0006965","02","1","02","","02","151","0001385",4574,"3","1"
"0006966","03","1","01","","01","151","0001385",4574,"3","1"
"0006967","04","1","01","","01","151","0001385",4574,"3","1"
"0006968","04","1","01","","01","151","0001386",4495,"3","1"
"0006969","05","1","01","","01","151","0001386",4495,"3","1"
"0006970","02","1","02","1","01","152","0001387",2508,"4","1"
"0006970","02","2","02","2","","152","0001387",2508,"4","1"
"0006971","05","1","02","","01","152","0001387",2508,"4","1"
"0006972","01","1","02","","02","151","0001388",4247,"3","1"
"0006973","02","1","03","","01","151","0001388",4247,"3","1"
"0006974","03","1","01","","01","151","0001388",4247,"3","1"
"0006975","04","1","01","","01","151","0001388",4247,"3","1"
"0006976","01","1","01","","01","151","0001389",4839,"3","1"
"0006977","05","1","01","","01","151","0001389",4839,"3","1"
"0006978","02","1","01","","01","151","0001390",4247,"3","1"
"0006979","04","1","05","","01","151","0001390",4247,"3","1"
"0006980","01","1","01","","01","150","0001391",4513,"2","1"
"0006981","03","1","02","","02","150","0001391",4513,"2","1"
"0006982","04","1","01","","01","150","0001391",4513,"2","1"
"0006983","05","1","01","","01","150","0001391",4513,"2","1"
"0006984","02","1","01","","01","150","0001392",4292,"2","1"
"0006985","03","1","01","","01","150","0001392",4292,"2","1"
"0006986","05","1","02","","02","150","0001392",4292,"2","1"
"0006987","01","1","01","","01","151","0001393",4056,"3","1"
"0006988","02","1","01","","01","151","0001393",4056,"3","1"
"0006989","03","1","01","","01","151","0001393",4056,"3","1"
"0006990","05","1","01","","01","151","0001393",4056,"3","1"
"0006991","04","1","01","","01","151","0001394",4210,"3","1"
"0006992","05","1","01","","01","151","0001394",4210,"3","1"
"0006993","01","1","01","","01","151","0001395",5057,"3","1"
"0006994","02","1","01","","01","151","0001395",5057,"3","1"
"0006995","03","1","02","","02","151","0001395",5057,"3","1"
"0006996","04","1","01","","01","151","0001395",5057,"3","1"
"0006997","05","1","03","","01","151","0001395",5057,"3","1"
"0006998","01","1","01","","01","151","0001396",4006,"3","1"
"0006999","03","1","01","","01","151","0001396",4006,"3","1"
"0007000","05","1","01","","01","151","0001396",4006,"3","1"
"0007001","02","1","06","","06","151","0001397",4989,"3","1"
"0007002","04","1","02","","02","151","0001397",4989,"3","1"
"0007003","05","1","01","","02","151","0001397",4989,"3","1"
"0007004","04","1","01","1","01","152","0001398",2676,"4","1"
"0007004","04","2","01","2","","152","0001398",2676,"4","1"
"0007004","04","3","01","2","","152","0001398",2676,"4","1"
"0007005","05","1","01","","01","152","0001398",2676,"4","1"
"0007006","02","1","02","","02","151","0001399",3951,"3","1"
"0007007","03","1","03","","03","151","0001399",3951,"3","1"
"0007008","01","1","02","","01","152","0001400",4558,"4","1"
"0007009","02","1","02","","01","152","0001400",4558,"4","1"
"0007010","03","1","01","","01","152","0001400",4558,"4","1"
"0007011","04","1","01","","01","152","0001400",4558,"4","1"
"0007012","05","1","01","","01","152","0001400",4558,"4","1"
"0007013","01","1","02","","01","152","0001401",2382,"4","1"
"0007014","02","1","01","","01","152","0001401",2382,"4","1"
"0007015","03","1","01","","01","152","0001401",2382,"4","1"
"0007016","04","1","02","","01","152","0001401",2382,"4","1"
"0007017","01","1","01","","01","155","0001402",3646,"2","1"
"0007018","02","1","02","","01","155","0001402",3646,"2","1"
"0007019","03","1","01","","01","155","0001402",3646,"2","1"
"0007020","04","1","01","","01","155","0001402",3646,"2","1"
"0007021","05","1","01","","01","155","0001402",3646,"2","1"
"0007022","01","1","02","","01","156","0001403",4301,"3","1"
"0007023","02","1","01","","01","156","0001403",4301,"3","1"
"0007024","03","1","01","","01","156","0001403",4301,"3","1"
"0007025","04","1","01","","01","156","0001403",4301,"3","1"
"0007026","05","1","01","","01","156","0001403",4301,"3","1"
"0007027","01","1","01","","01","156","0001404",4021,"3","1"
"0007028","03","1","01","","01","156","0001404",4021,"3","1"
"0007029","01","1","01","","01","155","0001405",4236,"2","1"
"0007030","02","1","01","","01","155","0001405",4236,"2","1"
"0007031","03","1","01","","01","155","0001405",4236,"2","1"
"0007032","04","1","01","","01","155","0001405",4236,"2","1"
"0007033","05","1","03","","03","155","0001405",4236,"2","1"
"0007034","01","1","01","","01","151","0001406",4055,"3","1"
"0007035","02","1","02","","02","151","0001406",4055,"3","1"
"0007036","05","1","01","","01","151","0001406",4055,"3","1"
"0007037","02","1","01","","01","152","0001407",2723,"4","1"
"0007038","03","1","02","","02","152","0001407",2723,"4","1"
"0007039","04","1","01","","01","152","0001407",2723,"4","1"
"0007040","05","1","02","","02","152","0001407",2723,"4","1"
"0007041","01","1","02","","02","150","0001408",4133,"2","1"
"0007042","02","1","01","","01","150","0001408",4133,"2","1"
"0007043","03","1","02","","01","150","0001408",4133,"2","1"
"0007044","04","1","02","","01","150","0001408",4133,"2","1"
"0007045","05","1","02","1","01","150","0001408",4133,"2","1"
"0007045","05","2","01","2","","150","0001408",4133,"2","1"
"0007046","01","1","02","","01","150","0001409",4003,"2","1"
"0007047","02","1","01","","01","150","0001409",4003,"2","1"
"0007048","03","1","02","","01","150","0001409",4003,"2","1"
"0007049","01","1","01","","01","150","0001410",4433,"2","1"
"0007050","02","1","01","","01","150","0001410",4433,"2","1"
"0007051","03","1","04","","01","150","0001410",4433,"2","1"
"0007052","04","1","02","","01","150","0001410",4433,"2","1"
"0007053","05","1","02","","02","150","0001410",4433,"2","1"
"0007054","01","1","07","","07","151","0001411",3868,"3","1"
"0007055","02","1","01","","01","151","0001411",3868,"3","1"
"0007056","03","1","01","","01","151","0001411",3868,"3","1"
"0007057","04","1","01","","01","151","0001411",3868,"3","1"
"0007058","01","1","01","","01","150","0001412",5115,"2","1"
"0007059","03","1","02","","02","150","0001412",5115,"2","1"
"0007060","04","1","02","","01","150","0001412",5115,"2","1"
"0007061","01","1","01","","01","150","0001413",5067,"2","1"
"0007062","03","1","02","","01","150","0001413",5067,"2","1"
"0007063","05","1","01","","01","150","0001413",5067,"2","1"
"0007064","01","1","01","","01","150","0001414",5367,"2","1"
"0007065","02","1","01","","01","150","0001414",5367,"2","1"
"0007066","03","1","02","","02","150","0001414",5367,"2","1"
"0007067","04","1","02","","01","150","0001414",5367,"2","1"
"0007068","05","1","01","","01","150","0001414",5367,"2","1"
"0007069","01","1","02","","02","151","0001415",4153,"3","1"
"0007070","02","1","01","","01","151","0001415",4153,"3","1"
"0007071","03","1","02","","02","151","0001415",4153,"3","1"
"0007072","04","1","01","","01","151","0001415",4153,"3","1"
"0007073","05","1","01","","02","151","0001415",4153,"3","1"
"0007074","02","1","01","","01","152","0001416",2854,"4","1"
"0007075","03","1","03","","01","152","0001416",2854,"4","1"
"0007076","04","1","02","","02","152","0001416",2854,"4","1"
"0007077","05","1","02","","02","152","0001416",2854,"4","1"
"0007078","03","1","01","","01","152","0001417",2648,"4","1"
"0007079","04","1","01","","01","152","0001417",2648,"4","1"
"0007080","05","1","01","","01","152","0001417",2648,"4","1"
"0007081","01","1","01","","01","150","0001418",4650,"2","1"
"0007082","02","1","01","","01","150","0001418",4650,"2","1"
"0007083","03","1","01","","01","150","0001418",4650,"2","1"
"0007084","04","1","01","","01","150","0001418",4650,"2","1"
"0007085","05","1","02","1","02","150","0001418",4650,"2","1"
"0007085","05","2","02","2","","150","0001418",4650,"2","1"
"0007086","02","1","02","","02","152","0001419",2034,"4","1"
"0007087","03","1","01","","01","152","0001419",2034,"4","1"
"0007088","02","1","01","","01","152","0001420",2584,"4","1"
"0007089","03","1","02","","02","152","0001420",2584,"4","1"
"0007090","04","1","02","","02","152","0001420",2584,"4","1"
"0007091","05","1","02","","01","152","0001420",2584,"4","1"
"0007092","01","1","01","","01","152","0001421",2188,"4","1"
"0007093","04","1","01","","01","152","0001421",2188,"4","1"
"0007094","05","1","02","","02","152","0001421",2188,"4","1"
"0007095","01","1","02","","02","150","0001422",4709,"2","1"
"0007096","02","1","01","","01","150","0001422",4709,"2","1"
"0007097","03","1","01","","01","150","0001422",4709,"2","1"
"0007098","04","1","02","","02","150","0001422",4709,"2","1"
"0007099","05","1","02","","01","150","0001422",4709,"2","1"
"0007100","01","1","02","","02","150","0001423",5424,"2","1"
"0007101","02","1","02","","01","150","0001423",5424,"2","1"
"0007102","04","1","01","","02","150","0001423",5424,"2","1"
"0007103","01","1","04","","01","150","0001424",3371,"2","1"
"0007104","02","1","01","","01","150","0001424",3371,"2","1"
"0007105","03","1","01","","01","150","0001424",3371,"2","1"
"0007106","05","1","01","","01","150","0001424",3371,"2","1"
"0007107","01","1","01","","01","150","0001425",4310,"1","1"
"0007108","02","1","02","","02","150","0001425",4310,"1","1"
"0007109","03","1","05","","01","150","0001425",4310,"1","1"
"0007110","04","1","02","","01","150","0001425",4310,"1","1"
"0007111","05","1","07","","07","150","0001425",4310,"1","1"
"0007112","01","1","01","","01","151","0001426",4447,"3","1"
"0007113","02","1","01","","01","151","0001426",4447,"3","1"
"0007114","04","1","02","","01","151","0001426",4447,"3","1"
"0007115","05","1","02","","02","151","0001426",4447,"3","1"
"0007116","01","1","01","","01","150","0001427",4587,"2","1"
"0007117","02","1","01","","01","150","0001427",4587,"2","1"
"0007118","03","1","01","","01","150","0001427",4587,"2","1"
"0007119","04","1","01","","01","150","0001427",4587,"2","1"
"0007120","01","1","01","","01","151","0001428",4104,"3","1"
"0007121","02","1","01","","01","151","0001428",4104,"3","1"
"0007122","03","1","02","","02","151","0001428",4104,"3","1"
"0007123","04","1","02","","01","151","0001428",4104,"3","1"
"0007124","05","1","03","","02","151","0001428",4104,"3","1"
"0007125","01","1","04","","01","151","0001429",4327,"3","1"
"0007126","02","1","01","","01","151","0001429",4327,"3","1"
"0007127","05","1","02","","01","151","0001429",4327,"3","1"
"0007128","01","1","02","","01","152","0001430",2314,"4","1"
"0007129","03","1","01","","01","152","0001430",2314,"4","1"
"0007130","04","1","01","","01","152","0001430",2314,"4","1"
"0007131","05","1","01","","01","152","0001430",2314,"4","1"
"0007132","01","1","01","","01","152","0001431",2182,"4","1"
"0007133","02","1","02","","01","152","0001431",2182,"4","1"
"0007134","03","1","02","","02","152","0001431",2182,"4","1"
"0007135","05","1","02","","01","152","0001431",2182,"4","1"
"0007136","01","1","01","","01","150","0001432",4655,"2","1"
"0007137","02","1","01","","01","150","0001432",4655,"2","1"
"0007138","03","1","02","","02","150","0001432",4655,"2","1"
"0007139","04","1","01","","01","150","0001432",4655,"2","1"
"0007140","05","1","02","1","02","150","0001432",4655,"2","1"
"0007140","05","2","02","2","","150","0001432",4655,"2","1"
"0007141","01","1","02","","02","152","0001433",2535,"4","1"
"0007142","02","1","01","","01","152","0001433",2535,"4","1"
"0007143","03","1","02","","01","152","0001433",2535,"4","1"
"0007144","01","1","01","","01","152","0001434",4069,"4","1"
"0007145","03","1","01","","01","152","0001434",4069,"4","1"
"0007146","04","1","01","","01","152","0001434",4069,"4","1"
"0007147","04","1","01","","01","152","0001435",4351,"4","1"
"0007148","02","1","01","","01","152","0001436",2746,"4","1"
"0007149","03","1","02","","02","152","0001436",2746,"4","1"
"0007150","05","1","03","","01","152","0001436",2746,"4","1"
"0007151","01","1","02","","01","151","0001437",4296,"3","1"
"0007152","03","1","01","","01","151","0001437",4296,"3","1"
"0007153","04","1","02","","02","151","0001437",4296,"3","1"
"0007154","05","1","01","","01","151","0001437",4296,"3","1"
"0007155","01","1","02","","02","151","0001438",4470,"3","1"
"0007156","02","1","02","","02","151","0001438",4470,"3","1"
"0007157","03","1","02","","02","151","0001438",4470,"3","1"
"0007158","04","1","01","","01","151","0001438",4470,"3","1"
"0007159","05","1","02","","02","151","0001438",4470,"3","1"
"0007160","01","1","02","","02","152","0001439",2905,"4","1"
"0007161","02","1","01","","01","152","0001439",2905,"4","1"
"0007162","03","1","01","","01","152","0001439",2905,"4","1"
"0007163","04","1","02","","01","152","0001439",2905,"4","1"
"0007164","02","1","01","","01","152","0001440",2690,"4","1"
"0007165","03","1","01","","01","152","0001440",2690,"4","1"
"0007166","04","1","02","","02","152","0001440",2690,"4","1"
"0007167","05","1","01","","01","152","0001440",2690,"4","1"
"0007168","01","1","02","","02","151","0001441",4870,"3","1"
"0007169","02","1","01","","01","151","0001441",4870,"3","1"
"0007170","03","1","02","","02","151","0001441",4870,"3","1"
"0007171","04","1","02","","02","151","0001441",4870,"3","1"
"0007172","05","1","01","1","01","151","0001441",4870,"3","1"
"0007172","05","2","01","2","","151","0001441",4870,"3","1"
"0007173","03","1","01","","01","152","0001442",3422,"4","1"
"0007174","04","1","01","","01","152","0001442",3422,"4","1"
"0007175","01","1","01","","01","151","0001443",4600,"3","1"
"0007176","04","1","02","","02","151","0001443",4600,"3","1"
"0007177","05","1","01","","01","151","0001443",4600,"3","1"
"0007178","02","1","01","","01","152","0001444",2784,"4","1"
"0007179","04","1","01","","01","152","0001444",2784,"4","1"
"0007180","05","1","01","","01","152","0001444",2784,"4","1"
"0007181","02","1","01","","01","151","0001445",4602,"3","1"
"0007182","03","1","01","","01","151","0001445",4602,"3","1"
"0007183","01","1","01","","01","152","0001446",2980,"4","1"
"0007184","02","1","01","","01","152","0001446",2980,"4","1"
"0007185","03","1","02","","02","152","0001446",2980,"4","1"
"0007186","04","1","02","","04","152","0001446",2980,"4","1"
"0007187","05","1","02","","01","152","0001446",2980,"4","1"
"0007188","01","1","01","","01","152","0001447",3236,"4","1"
"0007189","02","1","02","","02","152","0001447",3236,"4","1"
"0007190","04","1","05","","01","152","0001447",3236,"4","1"
"0007191","01","1","01","","01","152","0001448",4615,"4","1"
"0007192","02","1","02","","01","152","0001448",4615,"4","1"
"0007193","03","1","02","","02","152","0001448",4615,"4","1"
"0007194","04","1","01","","01","152","0001448",4615,"4","1"
"0007195","01","1","01","","01","152","0001449",2380,"4","1"
"0007196","02","1","02","","01","152","0001449",2380,"4","1"
"0007197","04","1","01","","01","152","0001449",2380,"4","1"
"0007198","01","1","02","","01","152","0001450",2666,"4","1"
"0007199","02","1","01","","01","152","0001450",2666,"4","1"
"0007200","03","1","02","","02","152","0001450",2666,"4","1"
"0007201","04","1","02","","01","152","0001450",2666,"4","1"
"0007202","05","1","01","","01","152","0001450",2666,"4","1"
"0007203","03","1","01","","01","152","0001452",2794,"4","1"
"0007204","05","1","02","","02","152","0001452",2794,"4","1"
"0007205","03","1","01","","01","152","0001453",2897,"4","1"
"0007206","01","1","02","","01","158","0001454",4547,"2","2"
"0007207","03","1","02","","02","158","0001454",4547,"2","2"
"0007208","04","1","02","","01","158","0001454",4547,"2","2"
"0007209","05","1","01","","01","158","0001454",4547,"2","2"
"0007210","06","1","02","","02","158","0001454",4547,"2","2"
"0007211","07","1","02","","02","158","0001454",4547,"2","2"
"0007212","08","1","02","","01","158","0001454",4547,"2","2"
"0007213","09","1","02","","02","158","0001454",4547,"2","2"
"0007214","11","1","02","","02","158","0001454",4547,"2","2"
"0007215","12","1","02","","01","158","0001454",4547,"2","2"
"0007216","13","1","01","","01","158","0001454",4547,"2","2"
"0007217","14","1","02","","01","158","0001454",4547,"2","2"
"0007218","16","1","01","","01","158","0001454",4547,"2","2"
"0007219","17","1","01","","01","158","0001454",4547,"2","2"
"0007220","19","1","02","","02","158","0001454",4547,"2","2"
"0007221","20","1","02","","02","158","0001454",4547,"2","2"
"0007222","03","1","01","","01","153","0001455",5124,"2","2"
"0007223","04","1","01","","01","153","0001455",5124,"2","2"
"0007224","05","1","01","","01","153","0001455",5124,"2","2"
"0007225","01","1","01","","01","157","0001456",4209,"3","2"
"0007226","02","1","03","","01","157","0001456",4209,"3","2"
"0007227","05","1","02","","02","157","0001456",4209,"3","2"
"0007228","06","1","01","","01","157","0001456",4209,"3","2"
"0007229","07","1","01","","01","157","0001456",4209,"3","2"
"0007230","09","1","01","","01","157","0001456",4209,"3","2"
"0007231","10","1","01","","01","157","0001456",4209,"3","2"
