"FOLIO","VIV_SEL","HOGAR","N_INF","P2_9","P2_10","EDIS","UPM_DIS","FAC_HOG","ESTRATO","TLOC"
"0005100","04","1","01","","02","102","0001087",1479,"2","1"
"0005101","05","1","01","","01","102","0001087",1479,"2","1"
"0005102","01","1","02","","01","104","0001088",377,"4","1"
"0005103","02","1","01","","01","104","0001088",377,"4","1"
"0005104","03","1","04","","01","104","0001088",377,"4","1"
"0005105","04","1","01","","02","104","0001088",377,"4","1"
"0005106","05","1","02","","01","104","0001088",377,"4","1"
"0005107","02","1","02","","01","102","0001089",1341,"2","1"
"0005108","03","1","01","","01","102","0001089",1341,"2","1"
"0005109","04","1","01","","01","102","0001089",1341,"2","1"
"0005110","01","1","01","","02","104","0001090",395,"4","1"
"0005111","04","1","02","","02","104","0001090",395,"4","1"
"0005112","01","1","03","","01","105","0001091",2859,"2","2"
"0005113","02","1","01","","01","105","0001091",2859,"2","2"
"0005114","03","1","01","1","01","105","0001091",2859,"2","2"
"0005114","03","2","02","2","","105","0001091",2859,"2","2"
"0005115","04","1","01","","01","105","0001091",2859,"2","2"
"0005116","01","1","01","","01","105","0001092",2308,"2","2"
"0005117","03","1","02","","02","105","0001092",2308,"2","2"
"0005118","01","1","01","","01","105","0001093",2486,"2","2"
"0005119","02","1","02","","02","105","0001093",2486,"2","2"
"0005120","03","1","02","","02","105","0001093",2486,"2","2"
"0005121","04","1","04","","01","105","0001093",2486,"2","2"
"0005122","05","1","01","","01","105","0001093",2486,"2","2"
"0005123","03","1","01","","01","105","0001094",3181,"2","2"
"0005124","02","1","02","","01","105","0001095",2502,"2","2"
"0005125","01","1","01","","01","106","0001096",1594,"2","2"
"0005126","02","1","01","","01","106","0001096",1594,"2","2"
"0005127","04","1","01","","01","106","0001096",1594,"2","2"
"0005128","05","1","03","","03","106","0001096",1594,"2","2"
"0005129","06","1","01","","01","106","0001096",1594,"2","2"
"0005130","07","1","02","","01","106","0001096",1594,"2","2"
"0005131","08","1","01","","01","106","0001096",1594,"2","2"
"0005132","09","1","01","","01","106","0001096",1594,"2","2"
"0005133","11","1","01","","01","106","0001096",1594,"2","2"
"0005134","12","1","01","","01","106","0001096",1594,"2","2"
"0005135","13","1","01","","01","106","0001096",1594,"2","2"
"0005136","14","1","01","","01","106","0001096",1594,"2","2"
"0005137","15","1","01","","01","106","0001096",1594,"2","2"
"0005138","16","1","01","","01","106","0001096",1594,"2","2"
"0005139","17","1","02","","02","106","0001096",1594,"2","2"
"0005140","18","1","01","","01","106","0001096",1594,"2","2"
"0005141","19","1","01","","01","106","0001096",1594,"2","2"
"0005142","01","1","01","","01","106","0001097",1245,"2","3"
"0005143","02","1","01","","01","106","0001097",1245,"2","3"
"0005144","03","1","02","","01","106","0001097",1245,"2","3"
"0005145","04","1","01","","01","106","0001097",1245,"2","3"
"0005146","07","1","02","","02","106","0001097",1245,"2","3"
"0005147","08","1","02","","02","106","0001097",1245,"2","3"
"0005148","09","1","02","","01","106","0001097",1245,"2","3"
"0005149","10","1","01","","01","106","0001097",1245,"2","3"
"0005150","11","1","01","","01","106","0001097",1245,"2","3"
"0005151","13","1","01","","01","106","0001097",1245,"2","3"
"0005152","14","1","02","","01","106","0001097",1245,"2","3"
"0005153","15","1","01","","01","106","0001097",1245,"2","3"
"0005154","16","1","01","","01","106","0001097",1245,"2","3"
"0005155","17","1","01","","01","106","0001097",1245,"2","3"
"0005156","18","1","02","","02","106","0001097",1245,"2","3"
"0005157","19","1","01","","02","106","0001097",1245,"2","3"
"0005158","20","1","01","","01","106","0001097",1245,"2","3"
"0005159","01","1","02","","01","106","0001098",1314,"2","3"
"0005160","02","1","02","","02","106","0001098",1314,"2","3"
"0005161","03","1","01","","01","106","0001098",1314,"2","3"
"0005162","05","1","02","","01","106","0001098",1314,"2","3"
"0005163","07","1","01","","01","106","0001098",1314,"2","3"
"0005164","08","1","04","","01","106","0001098",1314,"2","3"
"0005165","09","1","01","","02","106","0001098",1314,"2","3"
"0005166","10","1","02","","01","106","0001098",1314,"2","3"
"0005167","11","1","01","","01","106","0001098",1314,"2","3"
"0005168","12","1","01","","01","106","0001098",1314,"2","3"
"0005169","13","1","02","","02","106","0001098",1314,"2","3"
"0005170","15","1","02","","01","106","0001098",1314,"2","3"
"0005171","16","1","03","","02","106","0001098",1314,"2","3"
"0005172","17","1","01","","01","106","0001098",1314,"2","3"
"0005173","18","1","03","","01","106","0001098",1314,"2","3"
"0005174","19","1","04","","01","106","0001098",1314,"2","3"
"0005175","01","1","02","","01","106","0001099",1264,"2","3"
"0005176","02","1","02","","01","106","0001099",1264,"2","3"
"0005177","03","1","01","","01","106","0001099",1264,"2","3"
"0005178","04","1","01","","01","106","0001099",1264,"2","3"
"0005179","05","1","02","","01","106","0001099",1264,"2","3"
"0005180","08","1","01","","01","106","0001099",1264,"2","3"
"0005181","10","1","02","","02","106","0001099",1264,"2","3"
"0005182","11","1","03","","03","106","0001099",1264,"2","3"
"0005183","12","1","01","","01","106","0001099",1264,"2","3"
"0005184","15","1","01","","01","106","0001099",1264,"2","3"
"0005185","16","1","01","","01","106","0001099",1264,"2","3"
"0005186","18","1","01","","01","106","0001099",1264,"2","3"
"0005187","19","1","01","","01","106","0001099",1264,"2","3"
"0005188","20","1","02","","01","106","0001099",1264,"2","3"
"0005189","02","1","01","","01","108","0001100",1549,"2","4"
"0005190","04","1","02","","02","108","0001100",1549,"2","4"
"0005191","05","1","01","","01","108","0001100",1549,"2","4"
"0005192","06","1","03","","03","108","0001100",1549,"2","4"
"0005193","09","1","01","","01","108","0001100",1549,"2","4"
"0005194","11","1","02","","01","108","0001100",1549,"2","4"
"0005195","12","1","02","","02","108","0001100",1549,"2","4"
"0005196","13","1","02","","02","108","0001100",1549,"2","4"
"0005197","14","1","01","","01","108","0001100",1549,"2","4"
"0005198","16","1","01","","01","108","0001100",1549,"2","4"
"0005199","17","1","02","","02","108","0001100",1549,"2","4"
"0005200","18","1","01","","01","108","0001100",1549,"2","4"
"0005201","19","1","01","","01","108","0001100",1549,"2","4"
"0005202","20","1","01","","01","108","0001100",1549,"2","4"
"0005203","01","1","01","","01","107","0001101",1321,"1","4"
"0005204","02","1","02","","02","107","0001101",1321,"1","4"
"0005205","03","1","01","","01","107","0001101",1321,"1","4"
"0005206","04","1","02","","03","107","0001101",1321,"1","4"
"0005207","05","1","01","","01","107","0001101",1321,"1","4"
"0005208","06","1","01","","01","107","0001101",1321,"1","4"
"0005209","07","1","02","","01","107","0001101",1321,"1","4"
"0005210","08","1","02","","02","107","0001101",1321,"1","4"
"0005211","09","1","02","","01","107","0001101",1321,"1","4"
"0005212","10","1","02","","01","107","0001101",1321,"1","4"
"0005213","11","1","01","","01","107","0001101",1321,"1","4"
"0005214","12","1","03","","01","107","0001101",1321,"1","4"
"0005215","13","1","02","","02","107","0001101",1321,"1","4"
"0005216","14","1","02","","01","107","0001101",1321,"1","4"
"0005217","15","1","01","","01","107","0001101",1321,"1","4"
"0005218","17","1","02","","02","107","0001101",1321,"1","4"
"0005219","18","1","01","","01","107","0001101",1321,"1","4"
"0005220","19","1","01","","01","107","0001101",1321,"1","4"
"0005221","01","1","02","","01","107","0001102",1459,"1","4"
"0005222","04","1","02","","01","107","0001102",1459,"1","4"
"0005223","05","1","02","","02","107","0001102",1459,"1","4"
"0005224","07","1","01","","01","107","0001102",1459,"1","4"
"0005225","09","1","02","","02","107","0001102",1459,"1","4"
"0005226","10","1","01","","01","107","0001102",1459,"1","4"
"0005227","11","1","01","","02","107","0001102",1459,"1","4"
"0005228","12","1","02","","02","107","0001102",1459,"1","4"
"0005229","15","1","01","","01","107","0001102",1459,"1","4"
"0005230","18","1","02","","01","107","0001102",1459,"1","4"
"0005231","19","1","02","","01","107","0001102",1459,"1","4"
"0005232","20","1","01","","01","107","0001102",1459,"1","4"
"0005233","01","1","01","","01","108","0001103",1288,"2","4"
"0005234","02","1","01","","01","108","0001103",1288,"2","4"
"0005235","04","1","01","","01","108","0001103",1288,"2","4"
"0005236","05","1","04","","04","108","0001103",1288,"2","4"
"0005237","06","1","01","","01","108","0001103",1288,"2","4"
"0005238","07","1","01","","01","108","0001103",1288,"2","4"
"0005239","08","1","02","","02","108","0001103",1288,"2","4"
"0005240","09","1","02","","01","108","0001103",1288,"2","4"
"0005241","10","1","02","","02","108","0001103",1288,"2","4"
"0005242","11","1","02","","01","108","0001103",1288,"2","4"
"0005243","12","1","02","","01","108","0001103",1288,"2","4"
"0005244","13","1","01","","01","108","0001103",1288,"2","4"
"0005245","14","1","01","","01","108","0001103",1288,"2","4"
"0005246","15","1","01","","01","108","0001103",1288,"2","4"
"0005247","16","1","02","","01","108","0001103",1288,"2","4"
"0005248","17","1","01","","01","108","0001103",1288,"2","4"
"0005249","18","1","02","","01","108","0001103",1288,"2","4"
"0005250","19","1","01","","01","108","0001103",1288,"2","4"
"0005251","20","1","02","","01","108","0001103",1288,"2","4"
"0005252","01","1","01","","01","108","0001104",1144,"2","4"
"0005253","03","1","01","","02","108","0001104",1144,"2","4"
"0005254","04","1","02","","01","108","0001104",1144,"2","4"
"0005255","05","1","01","","01","108","0001104",1144,"2","4"
"0005256","06","1","01","","01","108","0001104",1144,"2","4"
"0005257","08","1","01","","01","108","0001104",1144,"2","4"
"0005258","09","1","01","","01","108","0001104",1144,"2","4"
"0005259","10","1","03","","01","108","0001104",1144,"2","4"
"0005260","11","1","01","","01","108","0001104",1144,"2","4"
"0005261","12","1","02","","01","108","0001104",1144,"2","4"
"0005262","16","1","05","","02","108","0001104",1144,"2","4"
"0005263","17","1","02","","03","108","0001104",1144,"2","4"
"0005264","04","1","01","","01","107","0001105",1495,"1","4"
"0005265","05","1","01","","01","107","0001105",1495,"1","4"
"0005266","07","1","02","","02","107","0001105",1495,"1","4"
"0005267","09","1","01","","01","107","0001105",1495,"1","4"
"0005268","10","1","01","","01","107","0001105",1495,"1","4"
"0005269","11","1","02","","01","107","0001105",1495,"1","4"
"0005270","12","1","01","","01","107","0001105",1495,"1","4"
"0005271","13","1","02","","02","107","0001105",1495,"1","4"
"0005272","14","1","02","","02","107","0001105",1495,"1","4"
"0005273","16","1","01","","01","107","0001105",1495,"1","4"
"0005274","17","1","02","","02","107","0001105",1495,"1","4"
"0005275","18","1","01","","01","107","0001105",1495,"1","4"
"0005276","19","1","01","","01","107","0001105",1495,"1","4"
"0005277","01","1","01","","01","108","0001106",929,"2","4"
"0005278","03","1","02","","01","108","0001106",929,"2","4"
"0005279","04","1","01","","01","108","0001106",929,"2","4"
"0005280","05","1","01","","01","108","0001106",929,"2","4"
"0005281","06","1","02","","02","108","0001106",929,"2","4"
"0005282","07","1","01","","01","108","0001106",929,"2","4"
"0005283","08","1","01","","01","108","0001106",929,"2","4"
"0005284","09","1","01","","01","108","0001106",929,"2","4"
"0005285","10","1","02","","01","108","0001106",929,"2","4"
"0005286","11","1","02","","01","108","0001106",929,"2","4"
"0005287","12","1","01","","01","108","0001106",929,"2","4"
"0005288","13","1","02","","01","108","0001106",929,"2","4"
"0005289","14","1","03","","01","108","0001106",929,"2","4"
"0005290","16","1","02","","01","108","0001106",929,"2","4"
"0005291","19","1","01","","01","108","0001106",929,"2","4"
"0005292","03","1","01","","01","108","0001107",1191,"2","4"
"0005293","04","1","01","","01","108","0001107",1191,"2","4"
"0005294","05","1","01","","01","108","0001107",1191,"2","4"
"0005295","07","1","01","","01","108","0001107",1191,"2","4"
"0005296","08","1","02","","02","108","0001107",1191,"2","4"
"0005297","09","1","01","","01","108","0001107",1191,"2","4"
"0005298","10","1","01","","01","108","0001107",1191,"2","4"
"0005299","11","1","02","","01","108","0001107",1191,"2","4"
"0005300","13","1","02","","01","108","0001107",1191,"2","4"
"0005301","15","1","01","","01","108","0001107",1191,"2","4"
"0005302","16","1","01","","01","108","0001107",1191,"2","4"
"0005303","19","1","02","","02","108","0001107",1191,"2","4"
"0005304","20","1","02","","01","108","0001107",1191,"2","4"
"0005305","01","1","02","","02","117","0001108",2637,"3","1"
"0005306","04","1","01","","01","117","0001108",2637,"3","1"
"0005307","02","1","02","","02","116","0001109",4046,"2","1"
"0005308","03","1","01","","01","116","0001109",4046,"2","1"
"0005309","04","1","01","","01","116","0001109",4046,"2","1"
"0005310","02","1","02","","02","118","0001110",1316,"4","1"
"0005311","04","1","01","","01","118","0001110",1316,"4","1"
"0005312","01","1","01","","01","117","0001111",2587,"3","1"
"0005313","03","1","01","","01","117","0001111",2587,"3","1"
"0005314","04","1","02","","02","117","0001111",2587,"3","1"
"0005315","05","1","02","","02","117","0001111",2587,"3","1"
"0005316","01","1","01","","01","117","0001112",2470,"3","1"
"0005317","02","1","01","","01","117","0001112",2470,"3","1"
"0005318","04","1","01","","01","117","0001112",2470,"3","1"
"0005319","05","1","02","","02","117","0001112",2470,"3","1"
"0005320","01","1","02","","02","116","0001113",4251,"2","1"
"0005321","02","1","01","1","01","116","0001113",4251,"2","1"
"0005321","02","2","02","2","","116","0001113",4251,"2","1"
"0005321","02","3","02","2","","116","0001113",4251,"2","1"
"0005322","03","1","01","","01","116","0001113",4251,"2","1"
"0005323","04","1","02","","02","116","0001113",4251,"2","1"
"0005324","05","1","02","","02","116","0001113",4251,"2","1"
"0005325","05","1","01","","01","118","0001114",1343,"4","1"
"0005326","01","1","01","","01","116","0001115",3695,"2","1"
"0005327","04","1","01","","01","116","0001115",3695,"2","1"
"0005328","05","1","02","1","02","116","0001115",3695,"2","1"
"0005328","05","2","01","2","","116","0001115",3695,"2","1"
"0005329","02","1","02","","01","118","0001116",1125,"4","1"
"0005330","03","1","02","","01","118","0001116",1125,"4","1"
"0005331","01","1","01","","01","118","0001117",1161,"4","1"
"0005332","02","1","01","","01","118","0001117",1161,"4","1"
"0005333","03","1","03","","02","118","0001117",1161,"4","1"
"0005334","04","1","02","","02","118","0001117",1161,"4","1"
"0005335","05","1","02","","02","118","0001117",1161,"4","1"
"0005336","01","1","01","","01","117","0001118",2551,"3","1"
"0005337","02","1","01","","01","117","0001118",2551,"3","1"
"0005338","03","1","02","","02","117","0001118",2551,"3","1"
"0005339","04","1","02","","01","117","0001118",2551,"3","1"
"0005340","05","1","02","","02","117","0001118",2551,"3","1"
"0005341","01","1","03","","01","118","0001119",1192,"4","1"
"0005342","03","1","02","","02","118","0001119",1192,"4","1"
"0005343","04","1","02","","02","118","0001119",1192,"4","1"
"0005344","02","1","01","","01","118","0001120",1417,"4","1"
"0005345","03","1","02","","02","118","0001120",1417,"4","1"
"0005346","04","1","01","","01","118","0001120",1417,"4","1"
"0005347","05","1","02","","02","118","0001120",1417,"4","1"
"0005348","03","1","01","","01","115","0001121",844,"4","1"
"0005349","04","1","02","","02","115","0001121",844,"4","1"
"0005350","05","1","03","","01","115","0001121",844,"4","1"
"0005351","02","1","01","","01","113","0001122",3546,"2","1"
"0005352","04","1","02","","01","113","0001122",3546,"2","1"
"0005353","05","1","01","","01","113","0001122",3546,"2","1"
"0005354","01","1","02","","01","114","0001123",2178,"3","1"
"0005355","02","1","02","","02","114","0001123",2178,"3","1"
"0005356","03","1","01","","01","114","0001123",2178,"3","1"
"0005357","04","1","05","","01","114","0001123",2178,"3","1"
"0005358","01","1","02","","01","115","0001124",831,"4","1"
"0005359","04","1","02","","01","115","0001124",831,"4","1"
"0005360","05","1","01","","01","115","0001124",831,"4","1"
"0005361","02","1","01","","01","114","0001125",4283,"3","1"
"0005362","03","1","02","","01","114","0001125",4283,"3","1"
"0005363","04","1","01","","01","114","0001125",4283,"3","1"
"0005364","05","1","02","","02","114","0001125",4283,"3","1"
"0005365","01","1","02","","01","115","0001126",1002,"4","1"
"0005366","02","1","02","","02","115","0001126",1002,"4","1"
"0005367","03","1","02","","02","115","0001126",1002,"4","1"
"0005368","05","1","02","","02","115","0001126",1002,"4","1"
"0005369","01","1","02","","02","114","0001127",3303,"3","1"
"0005370","05","1","02","","01","114","0001127",3303,"3","1"
"0005371","01","1","01","","01","115","0001128",948,"4","1"
"0005372","03","1","02","","01","115","0001128",948,"4","1"
"0005373","04","1","02","","01","115","0001128",948,"4","1"
"0005374","05","1","01","","01","115","0001128",948,"4","1"
"0005375","01","1","02","","02","113","0001129",3515,"2","1"
"0005376","03","1","01","","02","113","0001129",3515,"2","1"
"0005377","04","1","02","","02","113","0001129",3515,"2","1"
"0005378","05","1","02","1","02","113","0001129",3515,"2","1"
"0005378","05","2","02","2","","113","0001129",3515,"2","1"
"0005379","01","1","01","","01","114","0001130",2074,"3","1"
"0005380","04","1","01","","01","114","0001130",2074,"3","1"
"0005381","05","1","02","","02","114","0001130",2074,"3","1"
"0005382","01","1","02","","01","113","0001131",4366,"2","1"
"0005383","03","1","02","","02","113","0001131",4366,"2","1"
"0005384","04","1","02","","02","113","0001131",4366,"2","1"
"0005385","01","1","02","","01","113","0001132",4049,"2","1"
"0005386","02","1","02","","01","113","0001132",4049,"2","1"
"0005387","03","1","03","","02","113","0001132",4049,"2","1"
"0005388","04","1","01","","01","113","0001132",4049,"2","1"
"0005389","05","1","02","","02","113","0001132",4049,"2","1"
"0005390","02","1","01","","01","111","0001133",1441,"4","1"
"0005391","03","1","01","","01","111","0001133",1441,"4","1"
"0005392","02","1","01","","01","110","0001134",2465,"3","1"
"0005393","03","1","01","","01","110","0001134",2465,"3","1"
"0005394","04","1","02","","01","110","0001134",2465,"3","1"
"0005395","05","1","01","","01","110","0001134",2465,"3","1"
"0005396","01","1","01","","01","110","0001135",2412,"3","1"
"0005397","02","1","02","","01","110","0001135",2412,"3","1"
"0005398","03","1","01","","01","110","0001135",2412,"3","1"
"0005399","04","1","02","","02","110","0001135",2412,"3","1"
"0005400","05","1","01","","01","110","0001135",2412,"3","1"
"0005401","01","1","02","","01","109","0001136",2387,"2","1"
"0005402","02","1","02","","02","109","0001136",2387,"2","1"
"0005403","04","1","02","","02","109","0001136",2387,"2","1"
"0005404","02","1","01","","01","111","0001137",1573,"4","1"
"0005405","03","1","02","","02","111","0001137",1573,"4","1"
"0005406","01","1","02","","02","109","0001138",2486,"2","1"
"0005407","02","1","01","","01","109","0001138",2486,"2","1"
"0005408","03","1","01","","01","109","0001138",2486,"2","1"
"0005409","05","1","02","1","01","109","0001138",2486,"2","1"
"0005409","05","2","02","2","","109","0001138",2486,"2","1"
"0005410","01","1","01","","01","111","0001139",1423,"4","1"
"0005411","02","1","01","","01","111","0001139",1423,"4","1"
"0005412","05","1","02","","01","111","0001139",1423,"4","1"
"0005413","01","1","02","","02","110","0001140",2309,"3","1"
"0005414","02","1","05","","05","110","0001140",2309,"3","1"
"0005415","03","1","03","","01","110","0001140",2309,"3","1"
"0005416","04","1","02","","01","110","0001140",2309,"3","1"
"0005417","01","1","01","","01","111","0001142",1545,"4","1"
"0005418","04","1","02","","01","111","0001142",1545,"4","1"
"0005419","05","1","01","1","01","111","0001142",1545,"4","1"
"0005419","05","2","01","2","","111","0001142",1545,"4","1"
"0005420","04","2","01","","01","111","0001143",1463,"4","1"
"0005421","01","1","02","","01","109","0001144",2425,"2","1"
"0005422","02","1","02","","02","109","0001144",2425,"2","1"
"0005423","03","1","01","","01","109","0001144",2425,"2","1"
"0005424","04","1","02","","02","109","0001144",2425,"2","1"
"0005425","05","1","02","","01","109","0001144",2425,"2","1"
"0005426","03","1","01","","01","111","0001145",1500,"4","1"
"0005427","05","1","03","","03","111","0001145",1500,"4","1"
"0005428","01","1","01","","01","110","0001146",2431,"3","1"
"0005429","02","1","02","","01","110","0001146",2431,"3","1"
"0005430","04","1","02","","01","110","0001146",2431,"3","1"
"0005431","05","1","01","","01","110","0001146",2431,"3","1"
"0005432","01","1","01","","02","111","0001147",1536,"4","1"
"0005433","02","1","01","","01","111","0001147",1536,"4","1"
"0005434","03","1","01","","01","111","0001147",1536,"4","1"
"0005435","04","1","02","","01","111","0001147",1536,"4","1"
"0005436","05","1","01","","01","111","0001147",1536,"4","1"
"0005437","04","1","03","","03","111","0001148",1762,"4","1"
"0005438","01","1","02","","01","111","0001149",2037,"4","1"
"0005439","02","1","03","","03","111","0001149",2037,"4","1"
"0005440","01","1","01","","01","109","0001150",2690,"2","1"
"0005441","02","1","01","","01","109","0001150",2690,"2","1"
"0005442","03","1","01","","01","109","0001150",2690,"2","1"
"0005443","04","1","02","","02","109","0001150",2690,"2","1"
"0005444","05","1","02","","01","109","0001150",2690,"2","1"
"0005445","01","1","02","","02","110","0001151",2385,"3","1"
"0005446","03","1","02","","02","110","0001151",2385,"3","1"
"0005447","04","1","01","","02","110","0001151",2385,"3","1"
"0005448","02","1","01","","01","110","0001152",2019,"3","1"
"0005449","03","1","02","","02","110","0001152",2019,"3","1"
"0005450","01","1","03","","03","110","0001153",2342,"3","1"
"0005451","02","1","01","","01","110","0001153",2342,"3","1"
"0005452","03","1","02","","02","110","0001153",2342,"3","1"
"0005453","05","1","03","","03","110","0001153",2342,"3","1"
"0005454","01","1","01","","01","110","0001154",2565,"3","1"
"0005455","02","1","02","","02","110","0001154",2565,"3","1"
"0005456","03","1","02","","02","110","0001154",2565,"3","1"
"0005457","04","1","02","2","","110","0001154",2565,"3","1"
"0005457","04","2","01","1","01","110","0001154",2565,"3","1"
"0005458","05","1","03","","01","110","0001154",2565,"3","1"
"0005459","02","1","01","","01","109","0001155",3025,"2","1"
"0005460","03","1","02","","02","109","0001155",3025,"2","1"
"0005461","04","1","03","","01","109","0001155",3025,"2","1"
"0005462","05","1","01","","01","109","0001155",3025,"2","1"
"0005463","01","1","01","","01","109","0001156",1872,"2","1"
"0005464","02","1","01","","01","109","0001156",1872,"2","1"
"0005465","03","1","01","","01","109","0001156",1872,"2","1"
"0005466","04","1","03","","01","109","0001156",1872,"2","1"
"0005467","05","1","02","","02","109","0001156",1872,"2","1"
"0005468","01","1","01","","01","109","0001157",2894,"2","1"
"0005469","02","1","01","","01","109","0001157",2894,"2","1"
"0005470","03","1","02","","02","109","0001157",2894,"2","1"
"0005471","04","1","02","","02","109","0001157",2894,"2","1"
"0005472","05","1","01","","01","109","0001157",2894,"2","1"
"0005473","01","1","02","","01","109","0001158",2186,"2","1"
"0005474","02","1","01","","01","109","0001158",2186,"2","1"
"0005475","03","1","01","","01","109","0001158",2186,"2","1"
"0005476","04","1","02","","02","109","0001158",2186,"2","1"
"0005477","05","1","02","","02","109","0001158",2186,"2","1"
"0005478","01","1","02","","02","110","0001159",2496,"3","1"
"0005479","02","1","01","","01","110","0001159",2496,"3","1"
"0005480","04","1","02","","02","110","0001159",2496,"3","1"
"0005481","05","1","02","","01","110","0001159",2496,"3","1"
"0005482","01","1","01","","02","110","0001160",2292,"3","1"
"0005483","02","1","02","","01","110","0001160",2292,"3","1"
"0005484","03","1","01","","01","110","0001160",2292,"3","1"
"0005485","01","1","01","","01","109","0001161",2784,"2","1"
"0005486","02","1","01","","01","109","0001161",2784,"2","1"
"0005487","03","1","03","","01","109","0001161",2784,"2","1"
"0005488","05","1","03","","03","109","0001161",2784,"2","1"
"0005489","01","1","01","1","01","111","0001162",1630,"4","1"
"0005489","01","2","01","2","","111","0001162",1630,"4","1"
"0005490","03","1","02","","02","111","0001162",1630,"4","1"
"0005491","04","1","02","","02","111","0001162",1630,"4","1"
"0005492","01","1","02","","02","110","0001163",2354,"3","1"
"0005493","02","1","01","1","01","110","0001163",2354,"3","1"
"0005493","02","2","01","2","","110","0001163",2354,"3","1"
"0005494","03","1","01","","01","110","0001163",2354,"3","1"
"0005495","04","1","02","","01","110","0001163",2354,"3","1"
"0005496","05","1","01","","01","110","0001163",2354,"3","1"
"0005497","03","1","01","1","01","110","0001164",2562,"3","1"
"0005497","03","2","01","2","","110","0001164",2562,"3","1"
"0005498","04","1","01","","01","110","0001164",2562,"3","1"
"0005499","02","1","01","","01","111","0001165",1906,"4","1"
"0005500","03","1","02","","01","111","0001165",1906,"4","1"
"0005501","05","1","02","","02","111","0001165",1906,"4","1"
"0005502","01","1","02","","02","110","0001166",2598,"3","1"
"0005503","02","1","02","","02","110","0001166",2598,"3","1"
"0005504","04","1","02","","01","110","0001166",2598,"3","1"
"0005505","05","1","01","","01","110","0001166",2598,"3","1"
"0005506","02","1","02","","02","111","0001167",1489,"4","1"
"0005507","03","1","01","","01","111","0001167",1489,"4","1"
"0005508","05","1","02","","02","111","0001167",1489,"4","1"
"0005509","01","1","01","","01","110","0001168",2276,"3","1"
"0005510","02","1","03","","01","110","0001168",2276,"3","1"
"0005511","03","1","02","","02","110","0001168",2276,"3","1"
"0005512","04","1","05","","02","110","0001168",2276,"3","1"
"0005513","04","1","02","","02","111","0001169",1518,"4","1"
"0005514","01","1","02","","02","111","0001170",1747,"4","1"
"0005515","01","1","02","","01","111","0001171",1493,"4","1"
"0005516","04","1","01","","01","111","0001171",1493,"4","1"
"0005517","01","1","02","","01","109","0001172",2666,"2","1"
"0005518","02","1","01","","01","109","0001172",2666,"2","1"
"0005519","03","1","01","","01","109","0001172",2666,"2","1"
"0005520","04","1","01","","01","109","0001172",2666,"2","1"
"0005521","05","1","02","","02","109","0001172",2666,"2","1"
"0005522","01","1","02","","01","111","0001173",1940,"4","1"
"0005523","04","1","02","","02","111","0001173",1940,"4","1"
"0005524","05","1","01","","01","111","0001173",1940,"4","1"
"0005525","01","1","01","","01","111","0001174",1778,"4","1"
"0005526","02","1","01","","01","111","0001174",1778,"4","1"
"0005527","03","1","02","","01","111","0001174",1778,"4","1"
"0005528","01","1","02","","01","111","0001175",2372,"4","1"
"0005529","03","1","02","1","02","111","0001175",2372,"4","1"
"0005529","03","2","01","2","","111","0001175",2372,"4","1"
"0005530","01","1","02","","01","109","0001176",3611,"1","1"
"0005531","02","1","02","","01","109","0001176",3611,"1","1"
"0005532","03","1","02","","01","109","0001176",3611,"1","1"
"0005533","04","1","02","","01","109","0001176",3611,"1","1"
"0005534","05","1","02","","01","109","0001176",3611,"1","1"
"0005535","01","1","01","","01","109","0001177",2525,"2","1"
"0005536","02","1","01","","01","109","0001177",2525,"2","1"
"0005537","03","1","01","","01","109","0001177",2525,"2","1"
"0005538","01","1","01","","01","109","0001178",2685,"2","1"
"0005539","02","1","02","","02","109","0001178",2685,"2","1"
"0005540","03","1","02","","01","109","0001178",2685,"2","1"
"0005541","04","1","02","","02","109","0001178",2685,"2","1"
"0005542","05","1","02","","02","109","0001178",2685,"2","1"
"0005543","01","1","02","","02","119","0001179",2028,"3","1"
"0005544","02","1","01","","01","119","0001179",2028,"3","1"
"0005545","03","1","01","","01","119","0001179",2028,"3","1"
"0005546","04","1","01","","01","119","0001179",2028,"3","1"
"0005547","05","1","01","","01","119","0001179",2028,"3","1"
"0005548","01","1","01","","01","120","0001180",1075,"4","1"
"0005549","02","1","01","","01","120","0001180",1075,"4","1"
"0005550","03","1","02","","02","120","0001180",1075,"4","1"
"0005551","05","1","02","","01","120","0001180",1075,"4","1"
"0005552","01","1","02","1","02","119","0001181",2556,"3","1"
"0005552","01","2","02","2","","119","0001181",2556,"3","1"
"0005553","02","1","02","","02","119","0001181",2556,"3","1"
"0005554","03","1","02","","02","119","0001181",2556,"3","1"
"0005555","04","1","01","","01","119","0001181",2556,"3","1"
"0005556","05","1","01","","01","119","0001181",2556,"3","1"
"0005557","01","1","01","","01","119","0001182",2731,"2","1"
"0005558","02","1","02","","02","119","0001182",2731,"2","1"
"0005559","03","1","02","","02","119","0001182",2731,"2","1"
"0005560","04","1","02","","02","119","0001182",2731,"2","1"
"0005561","05","1","01","","01","119","0001182",2731,"2","1"
"0005562","01","1","02","","01","120","0001183",873,"4","1"
"0005563","02","1","02","","02","120","0001183",873,"4","1"
"0005564","03","1","01","","01","120","0001183",873,"4","1"
"0005565","05","1","01","","01","120","0001183",873,"4","1"
"0005566","01","1","01","","01","123","0001184",3010,"3","2"
"0005567","02","1","02","","01","123","0001184",3010,"3","2"
